Node	Link
TP53	20
HSP90AA1	15
HIF1A	12
HDAC9	9
SUMO1	8
BCL2L1	6
ATM	6
ABCB1	5
NR4A2	4
HMOX1	4
CAT	4
UBE2L6	3
TSG101	3
TOPBP1	3
TFDP1	3
PPM1D	3
PARK7	3
NR1D1	3
LOC100129518	3
ZEB1	2
VMP1	2
USP19	2
UNC45A	2
TNFRSF10B	2
RARG	2
MAP9	2
KDM6B	2
IFIT1	2
FOXO4	2
CDKN1C	2
CD63	2
ZNF274	1
TRIM39	1
TRIM25	1
TMTC3	1
TFF3	1
STK36	1
STAM2	1
SLC2A9	1
PPP5C	1
LRRK1	1
IFIT5	1
DDX1	1
CCDC6	1
BRMS1L	1
ALOX5AP	1
