Node	Link
RPL12	31
RPL4	30
RPS23	29
RPL10A	29
RPS5	28
RPS7	27
RPL35A	27
RPL24	27
RPL21	27
RPL19	27
RPL15	27
RPL6	25
RPS12	24
RPS10	24
RPL27	24
SRPRB	20
RPSAP58	20
DDOST	20
TRAM1	18
SRPR	18
RPS17	18
MRPL15	18
EIF4A3	18
EIF3H	18
EIF3D	18
MRPL22	17
SMG6	16
MRPL3	16
TSFM	7
MRPL34	6
NACA	4
EIF3M	3
EIF3L	3
MRPL38	2
GUF1	2
BTF3	2
VDAC3	1
SRRM2	1
MRPS31	1
MRPL21	1
KRTCAP2	1
BTF3L4	1
AQR	1
ALG5	1
