Node	Link
HSP90AA1	28
HSPA8	13
DNAJB1	10
DNAJB6	9
HSPA2	7
HSPA1A	7
FKBP4	7
DNAJA1	7
TNFRSF21	6
MRPL18	6
HSPA1B	6
DNAJB4	6
ISCU	5
DCTN2	5
DCTN3	4
ARRB1	4
ACTR1B	4
ACTR10	4
NEDD1	3
BAG3	3
AGO2	3
USP19	2
UNC45A	2
UBE2L6	2
IFIT1	2
CYTH2	2
ATP5A1	2
AP1S2	2
ADRB2	2
TSN	1
TRIM25	1
TMTC3	1
STK36	1
PPP5C	1
LRRK1	1
LRRC16A	1
KDM6B	1
ISCA2	1
IFIT5	1
ATP5S	1
