Node	Link
PPARA	18
NCOA1	12
ACADM	8
ACAA1	8
MED9	7
MED7	7
MED20	7
MED11	7
CD36	7
ANGPTL4	6
ACSS1	6
ACAT2	6
SUCLG2	5
NDUFV2	5
NDUFAB1	5
HADH	5
ECHDC1	5
NR1D1	4
NDUFV3	4
NDUFC2	4
NDUFA9	4
ALDH3A2	4
RARG	3
NR4A2	3
HSD17B4	3
CPT2	3
USP19	2
LDLR	2
COG2	2
ALAS1	2
UNC45A	1
TYSND1	1
TUBA1B	1
TRIM21	1
TBXAS1	1
SRFBP1	1
NFIL3	1
COG5	1
ASNS	1
ACSL3	1
