"","WT_00Hr_1","WT_00Hr_2","WT_00Hr_3","WT_02Hr_1","WT_02Hr_2","WT_02Hr_3","WT_04Hr_1","WT_04Hr_2","WT_04Hr_3","WT_06Hr_1","WT_06Hr_2","WT_06Hr_3","WT_08Hr_1","WT_08Hr_2","WT_08Hr_3","WT_10Hr_1","WT_10Hr_2","WT_10Hr_3","WT_12Hr_1","WT_12Hr_2","WT_12Hr_3","WT_14Hr_1","WT_14Hr_2","WT_14Hr_3","WT_16Hr_1","WT_16Hr_2","WT_16Hr_3","WT_18Hr_1","WT_18Hr_2","WT_18Hr_3","WT_20Hr_1","WT_20Hr_2","WT_20Hr_3","WT_22Hr_1","WT_22Hr_2","WT_22Hr_3"
"11364",-0.219606289044534,0.00510111407926161,0.151966006903238,-0.297051499181341,-0.287301492430178,-0.111991761885623,-0.204927615350481,0.085895753619728,0.154592978137205,-0.121254277572587,-0.00762422793285138,0.201166805273007,0.00361061332302993,0.131393851081527,0.2088308615669,0.0950764046687845,0.0213716720787692,0.0653546454121204,0.111920530890939,-0.0714031495381408,0.358759768987862,0.0545247013213698,0.0825335469508577,-0.0388303151967837,-0.299851121585311,-0.0332318132456735,0.157324220636735,-0.234216778152153,0.228412057824882,0.0525690105827184,-0.031789154910687,-0.102789942655948,0.187620300683257,-0.343280477177996,0.00126273219822303,0.0458623396398728
"11425",0.0269033268732558,0.0934493677452022,0.113294792774751,0.0616178394845467,-0.0452843899424207,0.0370943031096472,0.0920601144738547,0.0331342730251255,-0.0112095438312186,-0.268269474930635,-0.102381502820535,-0.087847996975791,0.0193193448918491,-0.0121964675842033,0.0484619364891503,0.00146455902365029,0.13463395257555,-0.181680571075787,0.00445011647043441,-0.432282570319048,-0.0824595984056428,-0.194997758287042,-0.0666584664531882,0.0133757400442268,0.0785910160627806,-0.00902529890565575,0.0652018765453784,0.226057523009312,0.0461374235436399,-0.100169757202049,0.157912569565318,0.0939119711292337,0.100073178964118,0.113487384316045,-0.100264298702617,0.134095085318764
"11432",-0.0194937880176375,0.0147188130221982,0.0284491513176477,0.0237377887498926,0.0797940216257684,0.239202675730366,0.306629231339014,-0.0358434499334949,0.291560619773812,0.00588695723462415,-0.217631464851198,0.0471611854017633,0.0260949041404375,-0.0271565560997687,-0.100023042003383,-0.0208840242042051,0.0333715507550949,-0.117673948126473,0.0135537488407143,-0.222146254707276,-0.145020913194961,-0.251749533090064,-0.101555971978227,-0.0954872447354476,-0.0177362236430693,-0.138599277887256,-0.0569493174417157,-0.0204757087669545,-0.053027705176577,0.025342312480658,0.145905270921961,-0.26011437567385,-0.0310428538877902,0.214895417104167,0.202768228185629,0.2335397767956
"11438",0.0254127500379129,-0.0530320110925586,0.230987814772249,0.135996476423218,-0.0252768291681831,0.797415662626623,-0.19150715470423,-0.0211582427274765,-0.0825080723950237,0.00149728769148442,-0.0512258475267759,0.0229341669501631,-0.121684566013233,-0.029225983829983,-0.0662744131125185,-0.106830325059827,-0.00968232624294916,0.0102869114747624,-0.152482111618897,-0.0707030515147358,-0.178155157321936,-0.188307650995894,-0.179606276036727,-0.0923150414868873,-0.132444628771081,-0.142476530066947,-0.177951792635946,0.0280592455518887,-0.0833238519442261,0.0430067037370463,0.273636629970777,0.0126186386522715,-0.14615338812543,0.369877453848449,-0.0525760348796248,0.403171545534246
"11459",-0.156676204588678,-0.11811023116758,-0.0869685434826788,-0.183732051398253,-0.155536393625379,-0.114242283587464,-0.107975020157517,-0.127437446732339,-0.0764080049881599,-0.188891323632119,-0.130266180856766,-0.0805888150822434,4.09019013253916,-0.148927344559241,-0.125882473784108,-0.114566949515116,-0.176286247358185,-0.10171399877724,-0.101002215853395,-0.0511872809974345,-0.12989945045898,-0.135040307891057,-0.113318833099934,-0.0912441732723816,-0.119533525900448,-0.124854278405489,-0.111070004241882,-0.0214445707115271,-0.127481943613563,-0.0871620218234151,-0.175665399123283,-0.0952649015034702,-0.0861481538815231,-0.0990486898530608,-0.186796707578578,-0.0398181610366756
"11461",0.54199055360039,0.143372347193714,-0.314056044903164,0.302827796173597,0.127616586281851,-0.15740555014913,0.433086263298821,0.185966927276453,-0.33461045830237,-0.0334737886040758,0.219873519047508,-0.301168468009387,0.0918868565197383,0.188091819896232,-0.250173367946424,-0.0385463184896714,0.0907241861751463,-0.27476557760786,0.0840690788982149,-0.101560579757767,-0.321019275170517,0.290953555742152,0.0399984449610568,-0.223381465700199,-0.0520729170834931,0.397900537443156,-0.0664508149007921,-0.175704350544905,0.10127916387411,-0.323291659261028,-0.020445505684734,0.272343886906161,-0.284370523399117,-0.394158565622121,0.3409544687678,-0.186280760919347
"11468",-0.0625155420778975,0.0280473386272669,-0.0830740676170656,0.618891859253439,-0.0696954150182013,0.0663265828267961,-0.0710791868234257,-0.0728736249762066,-0.0482597285915874,0.0754510621172495,-0.033149316439014,0.0371888503496478,0.637584031836984,-0.0472556841925203,0.00520200749780012,-0.0618350120803544,-0.0698850372996822,-0.031365687336311,0.123525854170789,-0.0608931155593188,-0.112630914659123,-0.0216341908748073,-0.00217838511587514,-0.105494249712546,-0.0794058628382959,-0.0979888257996684,-0.0153425576524749,0.00889548276936735,-0.0199390290870295,-0.0536148298725963,-0.127894344614255,-0.00601166809194377,-0.143947844395141,-0.0431654387327009,-0.0429485717387455,-0.017034938252553
"11472",-0.0122370655597359,0.00595884392272185,-0.0212795662564022,-0.0838340416894584,-0.00502782276012978,-0.0575883061994627,-0.0228824801895861,-0.0178159778229769,-0.0342820291757518,-0.0443822794060647,0.0384646572100835,-0.00318055603335922,0.701240296413278,-0.0219058658361949,-0.0270318830656695,-0.0141211789573116,-0.0421566723113532,0.0982896873860919,-0.0168011367565641,0.0157684268747185,-0.0105742065863539,-0.00604714677007332,-0.0694386491465852,-0.010606877282283,0.0450592403243601,-0.110815669786902,-0.00147714448960222,-0.0315449780038487,-0.06080478049316,-0.0282815811536952,-0.0395640487729819,-0.0304340450357483,-0.0533125217831643,0.00362923100928238,0.036951435268825,-0.0679333070849422
"11475",-0.0409189009423994,-0.00421165189287815,-0.053508293518089,0.565139593829178,-0.118633713404018,0.166299857541164,-0.0597153215531472,-0.0808809038341999,-0.0179833147125234,0.0589669976641839,0.01336426576237,-0.0168287694971642,0.381139326729972,0.0413520579547892,-0.0580197676275423,-0.108685280214871,0.0221369367634338,-0.0112109692613829,0.315344540728969,-0.0586816317388797,-0.102174593938737,-0.0356590708901869,-0.0417837580641044,-0.072271563942782,-0.101209071270616,-0.0623975088665556,-0.0926481623878899,0.0087372601269207,-0.13565856817176,-0.073969343420805,0.0172459459229396,-0.0432825652248574,-0.150661065800165,-0.003037443001541,-0.00210313722244846,-0.0435924126243775
"11502",0.134081006520892,-0.23509469181567,0.287674191655097,-0.102068679459117,0.246248064586675,-0.205213210442901,0.0929997894354694,0.168177083573041,-0.166785398052648,-0.0178249376299058,0.0280554690003417,-0.454191692323532,-0.238151522232584,-0.0854199785293433,0.14615003064894,-0.0623774581834032,-0.206096845034785,0.231483977223161,-0.248252638055781,0.0688077898749774,-0.0180228245488065,0.138533099528596,-0.322066207260745,-0.14767819558014,0.333394005723303,-0.0191063996375704,0.132193915546763,0.13641257307307,-0.160921331178074,0.0183703378424943,-0.0948697812379514,0.385601556051397,0.0613934731522882,0.183853818848781,0.0989542795012966,-0.108242670583626
"11522",0.090753215227508,-0.182195982969671,0.0925678893423198,0.13680163595462,-0.0221748946684439,0.0498400904702562,-0.0769945684651179,-0.28575079445144,-0.341437340130527,0.117204913605257,-0.0135391984301771,-0.13745395733909,-0.0107079743653403,-0.149209611189026,-0.0646882192995995,0.151243229313123,-0.0467255307206411,0.0246400649104166,0.282357152953421,-0.545905474674147,-0.0219978296260037,0.193828872503978,0.0943460086169298,-0.00999269201742969,0.0166048855286597,0.168441616274686,0.112928031750353,0.168102807961461,0.00646076762848524,0.1498282621832,0.196670482486155,-0.33413089533963,0.0618045310484422,0.0174613077766926,0.104535404726887,0.00648379342343398
"11529",-0.00624064055108929,-0.0161029191372137,-0.0958279019263815,-0.184703450675726,-0.0660892008417765,-0.178424869062146,-0.324925823973928,-0.325197652135773,-0.249518640158019,-0.366577204712284,-0.339356997164767,-0.19725928025683,0.0515186085023083,-0.209008769458512,-0.344221472743698,-0.0801969066481842,-0.31243422274466,-0.186687577214952,-0.146133428610214,0.421691644624231,0.0227146231439425,0.193489629680281,0.34463925143545,0.318696051319783,0.0781735233131487,0.329429120181557,0.145989981138015,0.0849215470304764,0.393531525308354,0.164629945989045,0.00512126948621818,0.647131845454625,0.142061953932374,0.182876737186828,-0.0290647129968208,0.131354413286337
"11534",-0.158007324898239,-0.0749838839225954,0.0892190587445323,-0.0851775985196672,0.0301754500012008,0.0977292902398884,-0.0616163939949286,-0.0919910826664227,0.0810344321399381,-0.0404525984299525,-0.0268120117312466,0.14305283113132,-0.0387347423155488,-0.00502194686205591,0.129697324136069,0.0627559904255636,-0.0827804590861285,0.079597399574274,-0.105311220119977,-0.0471069526557529,0.212399106010046,0.00762263524124138,-0.0300718754534437,0.128752121026988,-0.0608080893304681,0.0704902021291991,0.218723428393589,0.0575708988623519,-0.0926125744848877,0.232588087113549,-0.102389968886011,-0.496838669069128,0.107479046384584,-0.0708492544946698,-0.121210627572142,0.0438899729389305
