"","WT_00Hr_1","WT_00Hr_2","WT_00Hr_3","WT_02Hr_1","WT_02Hr_2","WT_02Hr_3","WT_04Hr_1","WT_04Hr_2","WT_04Hr_3","WT_06Hr_1","WT_06Hr_2","WT_06Hr_3","WT_08Hr_1","WT_08Hr_2","WT_08Hr_3","WT_10Hr_1","WT_10Hr_2","WT_10Hr_3","WT_12Hr_1","WT_12Hr_2","WT_12Hr_3","WT_14Hr_1","WT_14Hr_2","WT_14Hr_3","WT_16Hr_1","WT_16Hr_2","WT_16Hr_3","WT_18Hr_1","WT_18Hr_2","WT_18Hr_3","WT_20Hr_1","WT_20Hr_2","WT_20Hr_3","WT_22Hr_1","WT_22Hr_2","WT_22Hr_3"
"11364",-0.239849155659061,-0.0182506989247092,0.160335141511258,-0.325544275888664,-0.275379467721063,-0.134754078441631,-0.225692074412698,0.096233007458383,0.106552883730253,-0.0988663262134222,0.016069190097827,0.170707244584992,-0.0030740709061474,0.136676681872192,0.248938537685071,0.0792772955032501,0.0274652413241482,0.0783740423690913,0.0905267535562935,-0.0919622909002624,0.373681572655952,0.0633047174043229,0.0633262511701225,-0.0750789426589737,-0.281879157948901,-0.0463890007069727,0.165276488951065,-0.199786457278582,0.192464807209345,0.0382554541816111,-0.0128671507168399,0.00378970520531362,0.191010433442765,-0.31765299616704,0.0124897404388667,0.0322709541928461
"11425",0.026204117646972,0.115126995181145,0.113401273716764,0.0706501270660651,-0.0471138478375706,0.0561690047611169,0.114599447501516,-0.000765008501287086,0.0243014695295429,-0.281810889897231,-0.111636167361054,-0.0579765363467804,0.0237180027956909,-0.0118758930006009,0.034988045394116,-0.00972057892713988,0.131076321966779,-0.197305061324899,0.0155708526093505,-0.415741945034568,-0.0944671975047648,-0.182166667178086,-0.03175871414461,0.0177305545515581,0.0593853928857914,-0.0019555336873815,0.0786092831000853,0.215582428176709,0.0570598920070029,-0.115578371412561,0.149305764792272,0.0243491647705621,0.0904673146655593,0.101223520180551,-0.104905075593224,0.145258514452609
"11432",-0.0346553750838435,-0.0399052899052982,0.0350190708971419,-0.0141455952934258,0.0924249918167342,0.189352603972745,0.252667459485253,0.028475271766081,0.194190387431621,0.046296743635532,-0.183249242812637,-0.0267245582892966,0.0134422118641214,-0.0234278796849338,-0.045442134116887,-0.0151457029912901,0.0441587821583924,-0.0813751870621886,-0.0220568150113212,-0.26603532949542,-0.113162254099353,-0.265863842969265,-0.174676553218205,-0.131896971060216,0.0284689012110658,-0.16088049066726,-0.0726826348944691,0.0245763954429723,-0.100041364051181,0.0392533443599946,0.175371610238554,-0.0593210102233137,-0.0124456754996706,0.255806416275285,0.219482045946869,0.204147669927112
"11438",0.00989233116178198,-0.0425692158486376,0.237174147024239,0.126787874641948,-0.0189637346937505,0.805020800311604,-0.178086202367963,-0.0564515501280008,-0.0724454928683269,0.00060242097337636,-0.0457683758824833,0.0385947441120193,-0.120968978102431,-0.0250013498221911,-0.0542703826925147,-0.13236673073294,-0.00976429930637005,-1.07403408097105e-05,-0.153922337914917,-0.0647018052269782,-0.182513921821448,-0.16577038714406,-0.149464954477739,-0.113033412458971,-0.143679000888925,-0.143071457089597,-0.15528600042298,0.0397411820444348,-0.0955383073437503,0.0132160651041368,0.276461100159603,0.00192698143727668,-0.155820965218275,0.372936998383303,-0.0503123869512084,0.407427344391546
"11459",-0.162494594285734,-0.153321411533494,-0.0843315644758021,-0.204617759448979,-0.149268819882927,-0.145958957553751,-0.143421470168207,-0.0810456418564564,-0.137330289771323,-0.164312191648484,-0.110688203915841,-0.128539999084001,4.0824007103301,-0.147583949780458,-0.0955199698536497,-0.105622401666279,-0.169758627089169,-0.0775974924846728,-0.122183809510473,-0.0789622491139267,-0.109737326735763,-0.148395930990682,-0.163916605573336,-0.108769912992769,-0.0892375217794158,-0.138173142333366,-0.125430277148758,0.00323650079917462,-0.153232493017832,-0.0723721050864259,-0.15848893960949,0.0282076095226526,-0.072849686690338,-0.0750159119522021,-0.177195929224624,-0.0584696343932937
"11461",0.537137652390978,0.154249188690879,-0.312183475952508,0.303336558692243,0.128832443870274,-0.148309570983849,0.445149301602071,0.163344167225963,-0.318891126808122,-0.0385955869208482,0.218172712946479,-0.285811761150603,0.0936765647885025,0.189459484881401,-0.251446148472027,-0.0501298167661885,0.0894239817947464,-0.283422572184115,0.087630327025616,-0.0938490022714457,-0.326618110936265,0.302238043306841,0.0614523358136031,-0.227963112444964,-0.0622919958327224,0.400259607401759,-0.0549215279219648,-0.17599715988429,0.101574514561098,-0.33765132379323,-0.022694707096853,0.24422579096143,-0.29068218589945,-0.397649618838407,0.339961335387621,-0.181015207183653
"11468",-0.0374215380776681,-0.00991874084931293,-0.0929054197057864,0.624403401646019,-0.0778044313360423,0.0354367602258446,-0.114551177863617,0.0162602737905855,-0.0993276993190827,0.0902991671502922,-0.03254289858777,-0.017082001860737,0.63209291474032,-0.054215520879349,-0.000295530266117111,-0.0105862936375622,-0.0662248462995997,0.000332396730397677,0.11475157255829,-0.0867460927740611,-0.0938596177768711,-0.0698016777158991,-0.0842058138590387,-0.0772450853428805,-0.0426804937646061,-0.104071008375327,-0.064284159738227,0.000927697314461918,-0.0115781248318635,0.00851429540236495,-0.12379160006782,0.0798452449998215,-0.119214427672196,-0.0358022464517426,-0.0419008434961572,-0.0348064340090607
"11472",-0.010849327961626,0.00953825555260845,-0.0218693752818954,-0.0809993191977368,-0.00604235368868358,-0.0542801483407443,-0.0194124799021103,-0.0215390941170428,-0.0277177919193394,-0.0471767228830711,0.035953971057712,0.00162875898172896,0.702105947345816,-0.0222558747443532,-0.0310890089228232,-0.0139743166015791,-0.0429059952135641,0.0959826711102469,-0.0142908823296908,0.0186958599369749,-0.0126991483500683,-0.00554664606242444,-0.0649924535871563,-0.00762848632150466,0.0420825218429943,-0.109251577896911,-0.000866668110843625,-0.0349317550381779,-0.0572700330406809,-0.0286127281689994,-0.041676121125584,-0.0441858099318202,-0.054400520972991,0.000715277479740715,0.0357392759053554,-0.065977899501756
"11475",-0.0311112806362147,-0.0364782573533872,-0.0572091958524617,0.559529673802634,-0.120065744192797,0.138832283067998,-0.0947324892912732,-0.019491228285372,-0.066754225368719,0.0758658818803464,0.0214091739643801,-0.0620094148376635,0.3754047134465,0.038524863531173,-0.0486505944622866,-0.0804085760054073,0.0264882305060327,0.0136372970304105,0.302722471405394,-0.0821574119697919,-0.0851311862581318,-0.0641952706768893,-0.101408950262898,-0.0655768383448969,-0.0714875343122964,-0.0706068710215967,-0.12195579309106,0.0146645223755144,-0.141819570842785,-0.0381266895761194,0.0260274199363163,0.0470468668045816,-0.133457846056203,0.0100325439201377,0.00220413086337769,-0.0595551038365457
"11502",0.201156769674716,-0.107612523125341,0.259535732860024,0.014664657727806,0.201749324752537,-0.0855302085631856,0.213629734198166,0.0575858501871356,0.0752298404625467,-0.123908045092345,-0.0729010849741375,-0.284351069750711,-0.205684797396202,-0.102617157601756,-0.0198617421816622,-0.0337356268221309,-0.234685201447853,0.152523161562564,-0.150934639613224,0.175373836516358,-0.0953737673742856,0.137357575059955,-0.17917140100192,-0.0150719370483832,0.22966105582577,0.041257901620303,0.135109173829859,-0.00366735570812309,-0.0147012713310108,0.0325636022212638,-0.178205028803222,-0.130775794854995,0.0284930516072092,0.0696339569697533,0.0505471518446475,-0.0372837242301231
