"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36"
"WT_16Hr_1",1.07359962795138,7.59547589817661,1.38892974560889,5.41319111986102,2.24979672915401,-2.31435553536307,-2.22446774223235,-0.422371656280719,1.74611794252154,-1.02769633113553,1.60837896758511,1.03735875760964,-0.107049998994078,-0.12741602571042,-0.903376434210912,-0.125241882099975,1.78837150943997,-0.940675038194754,0.436301168058047,1.09548655906394,0.306797064930416,0.687587135024837,0.30735074331492,-1.40429684325833,0.503633790336511,-0.569582381983819,0.519204610860251,-0.416976882425596,-0.279977285715515,0.24944935646435,-0.580890093327099,-0.422729285879497,1.46512556154418,-0.0611158758723174,1.80069135572523,-2.08828180442433e-14
"WT_16Hr_2",2.67592146177553,8.96288138315916,0.230859329128271,2.34213964440278,-1.1684271711628,1.89898431428083,1.94248692866091,-0.135983697563241,1.39493204580998,-1.82951400113116,-0.938105088656694,-2.30433415949265,0.62953629354488,-2.70183847671923,1.15706246066117,-1.61220364554025,0.742317605671784,1.37307161051078,-0.17324825813456,-1.66978005159458,1.05805000851324,1.68273357043889,-1.71995242969911,0.130084359667723,0.156148446208241,-0.615427402480716,0.52355944289838,1.44827127231934,-0.934689007928127,-0.808485235303261,-0.02741044185491,-0.101134020020608,-0.373649358043729,-0.0655127193439856,-0.176026438548373,-1.96804378349569e-14
"WT_16Hr_3",2.28669406801286,7.85901124317527,0.335034171440852,-2.51140576527188,-0.504357206835757,1.03757508181237,-1.66651721096607,0.437997468940982,2.38159705601239,-0.036636018849131,1.61664687909051,-0.893470413887828,-0.0515871206651588,-0.845234992637002,0.416034604619043,0.471274875524657,2.39306393092379,2.06331482957165,-0.194497991850971,0.0460534503644934,-0.179907581171754,-0.0279391383211201,1.50217196783254,0.131049326493078,-1.42183114844892,0.339858657626435,-0.343506671910541,0.0308149743811783,1.41169403475771,1.3371571379768,-0.802741374467872,-0.0615343356509908,0.738126785555888,-0.0549053019481966,-1.44864222487883,-1.90624425966401e-14
"WT_18Hr_1",-0.671962555571368,6.93892831303407,1.08374697793441,2.82532049206253,2.50810252962489,-4.08504516073457,0.642443748805891,-0.494090491754907,0.350769070372408,0.0875966380334268,0.120912204341349,1.63880574011582,-1.66278639326431,-0.654973944058543,1.08355451802201,-1.02003079784107,-1.352388634566,-0.655732971952256,-0.907125978419589,-0.149950544103116,1.45340937595653,-0.16430405106224,-0.248720411505098,1.27975479832932,-1.01116643495292,0.914307047126065,1.84070554331366,-1.79510812093296,0.0870280459658955,0.835101041635594,0.0975367083483163,0.572092880968663,-1.06022429430455,-0.0370774080084583,-0.317469903730268,-2.11276308947905e-14
"WT_18Hr_2",-0.674241253943967,5.9111754992201,-0.204289478195875,3.08850788663535,-2.6176364196471,3.34541352356593,5.12421918502416,-0.00992070235205466,-0.423344151841356,-3.02844218037965,0.269445300473666,1.6013263903145,-1.94385789202448,-0.788094909813497,0.189820124960503,0.804361420785803,-0.822685297642195,-1.53881085875917,-0.416470188790886,2.23747814561591,-0.0632421721132424,-0.108793178836167,0.0541677772543116,0.797307600813327,1.05677783182265,0.421874761497301,-1.5218976454181,0.0934637984012623,0.910896605713216,-0.682306189799862,-0.717531383705079,0.242287491741081,0.0317867155795503,-0.891564301791901,-0.43507359091692,-2.07420886022547e-14
"WT_18Hr_3",-1.39373156741736,7.40544201211279,-1.55942779011819,-4.69585604817512,0.310497429137165,-0.756875394002057,-1.1090141039164,-0.920601261969255,2.13314468813494,-0.0746568698664608,2.02472749426297,0.0981595709762302,-0.942775807517995,-0.986219080213846,-0.269509845909095,0.974291831286833,-0.0380618097569489,-0.431311501817069,-0.390802654451085,0.445419517023262,-1.05901976587577,-1.09044932798712,0.472637808691625,-0.322854082672984,1.90421219084394,1.76694052976373,-0.0241696067838509,1.23159184701265,-1.90713736809635,0.743453673039922,0.741250991763715,0.0485266154987773,-0.735751723878705,0.593352865652699,0.0823912008345508,-2.09238008863633e-14
"WT_20Hr_1",-4.78179640691373,2.16048099850445,0.583775904261284,2.82583879859986,1.57352201468923,-4.07929635291484,1.97931886977465,-2.0699375604104,0.201238890241767,-1.19759152987088,0.974152042638563,-1.29957953000872,0.142489871446287,-0.189719394320059,0.0453185212240192,1.4448537992844,-0.374991282128858,-0.0348627189202631,0.224974011058197,-1.31658324265742,-0.20819711253848,-2.08914655739578,-0.852622920738046,1.24732987818701,-0.341733651736731,-0.691628167634152,-1.01834203209105,-0.110005570670837,0.476300183203209,-0.666019263915447,1.21360391056777,-0.760474507022004,1.11719658226401,1.40962866676653,-0.362434721267531,-2.08717591820839e-14
"WT_20Hr_2",-0.605850143560238,2.99312817654053,-5.4097100759948,0.167084944069874,10.3066066298686,4.26559296656993,4.73015726177904,0.687746722980323,-4.06538086305032,2.94047994636048,0.710357687394389,0.106400876557761,2.01366778027476,-0.532981060835158,-0.236749674176194,0.0318123593890258,0.943617408403602,-0.102301278111926,1.00209722195745,0.316263153038822,-0.236401622089919,-0.0402456764817566,0.237669344940692,-0.0988482502395807,-0.341819711613571,0.221748450911171,0.0305040525464061,0.0391602060284043,-0.185303594447438,0.052800905303031,0.199999214778905,0.101464497899618,-0.102180919098519,-0.00812234574652035,-0.0135534284322429,-2.101574123059e-14
"WT_20Hr_3",-1.1810323290454,4.8704862536907,-1.42819763590409,-6.46376023024758,0.834040944996547,0.905926025417702,1.55129287070739,-0.0407375471729992,4.57064744482,1.72909389113699,1.25066831936872,0.295906742314058,0.9850377091234,3.75651249546845,2.74511104017245,-1.25665673160425,-0.646174098572445,-0.420692963670401,-0.415477876561368,0.286826450477695,-0.30612896479635,1.15945555158691,-0.58689844709003,0.538204638348364,0.544211063644304,-1.20183829803599,-0.510571052148809,-0.796845403920615,0.531081400170459,-0.443956247337194,0.38979922860844,0.273139968220287,0.091916985928645,0.145676961843304,0.487667956537641,-1.98816657581702e-14
"WT_22Hr_1",-5.82412807315569,2.0295220075401,0.767099852507555,1.84682662976725,2.17270071006494,-5.72383262097849,-2.10271295269529,-1.70657109658588,-0.626486916728255,0.821988144450939,-1.77273680613742,0.418129547418266,1.9472046285231,1.48462184939153,0.143985098347959,-0.717407528056591,-0.969643998590404,-1.3989864273754,-0.0263788500470316,-0.661130107555207,0.454195837583198,1.26193283958817,1.09318233008444,-0.659297379011634,-0.41725947492576,0.677221474349833,-1.49286398637345,1.97877101557121,0.64131914682439,-0.19174537359269,-0.915455609650739,0.308975674718161,-0.640786124375581,0.076958129570506,-0.356055769969114,-2.17863921347927e-14
"WT_22Hr_2",-4.53635235205185,0.643395178560244,-1.23656076708351,-0.549850542447799,0.901718999544897,3.1029985364484,-1.39836252453872,-0.775583368107752,1.70094950259114,-0.261620760407643,-4.46118118728042,-0.135330117418753,0.650040253069508,0.781922718647175,0.81977966520756,3.72115446803241,-1.37312846268715,0.060064958169917,0.533759868099736,0.649572612784834,-0.0973281002378742,-0.800009095605782,-1.02222253164631,0.261685730291574,-0.237741547210251,-0.537555554298072,1.48463768388798,0.650776813797307,0.114052089288314,0.614613085012513,-1.56174410641498,-0.154251561683687,0.0160866433880751,0.463005322606852,0.297550217687447,-2.11827083651528e-14
"WT_22Hr_3",-5.33569751274324,2.55542143310153,-1.30611164428596,-3.43624679368273,-1.47130104012084,-2.21155525183578,1.99328269559252,-1.64169409246975,-0.139234578699865,-0.64387888690448,-3.72580686730281,0.514518771803754,0.114695868872249,-1.76188429924482,0.463848026030909,-0.0299450600660086,0.0714869047995066,0.490188478257806,0.670454208255218,-1.28623306431042,-2.37913559690541,0.0624197903747886,1.66047323487827,-0.490213028181192,-0.128536074644768,0.550086404274181,0.959440027372475,-0.710963177661054,0.484538116014801,-1.09317417954161,0.750471952225175,-0.272225305566457,0.419688030646791,-1.32420578797663,0.531427437808672,-2.11612140570833e-14
