"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70"
"B_H3K4me3_ND391",0.0414164423276041,0.0621246634914061,0.031062331745703,0.031062331745703,0.020708221163802,0.0724787740733071,0.0828328846552081,0.0414164423276041,0.0724787740733071,0.155311658728515,0.144957548146614,0.113895216400911,0.144957548146614,0.155311658728515,0.134603437564713,0.279560985711327,0.227790432801822,0.227790432801822,0.331331538620832,0.300269206875129,0.383102091530338,0.227790432801822,0.320977428038931,0.50735141851315,0.0931869952371091,0.465934976185546,0.766204183060675,0,0.031062331745703,1.34603437564713,0.579830192586457,0,0.020708221163802,0.010354110581901,0.020708221163802,0,0.031062331745703,0.031062331745703,0.0414164423276041,0.0621246634914061,0.0621246634914061,0.031062331745703,0.0517705529095051,0.134603437564713,0.155311658728515,0.113895216400911,0.165665769310416,0.10354110581901,0.186373990474218,0.155311658728515,0.227790432801822,0.186373990474218,0.31062331745703,0.010354110581901,0.673017187823566,0.031062331745703,0.020708221163802,1.52205425553945,0.0931869952371091,0.010354110581901,0.010354110581901,0.010354110581901,0.010354110581901,0.031062331745703,0,0.010354110581901,0.020708221163802,0.10354110581901,0.031062331745703,0.020708221163802,87.8960447297577
"B_H3K4me3_ND422",0.09375,0.03125,0.0833333333333333,0.0520833333333333,0.0416666666666667,0.0625,0.145833333333333,0.135416666666667,0.0625,0.135416666666667,0.177083333333333,0.135416666666667,0.21875,0.166666666666667,0.229166666666667,0.208333333333333,0.21875,0.197916666666667,0.239583333333333,0.322916666666667,0.3125,0.1875,0.375,0.59375,0.0625,0.4375,0.8125,0.0520833333333333,0.0208333333333333,1.21875,0.697916666666667,0.0104166666666667,0.0416666666666667,0.0416666666666667,0.0104166666666667,0.0208333333333333,0.0520833333333333,0,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.03125,0.09375,0.145833333333333,0.1875,0.0520833333333333,0.15625,0.208333333333333,0.260416666666667,0.135416666666667,0.135416666666667,0.229166666666667,0.270833333333333,0.0833333333333333,0.5625,0.03125,0.0520833333333333,1.39583333333333,0.104166666666667,0.0416666666666667,0.0104166666666667,0.0104166666666667,0.0208333333333333,0.03125,0.0208333333333333,0.0104166666666667,0.0104166666666667,0.0208333333333333,0.0729166666666667,0.0625,87.5208333333333
"B_H3K4me3_ND425",0.0444197667962243,0.0222098833981122,0.0333148250971682,0.0444197667962243,0.0333148250971682,0.0777345918933926,0.0555247084952804,0.0333148250971682,0.0555247084952804,0.0999444752915047,0.133259300388673,0.133259300388673,0.166574125485841,0.0999444752915047,0.188784008883953,0.277623542476402,0.233203775680178,0.166574125485841,0.344253192670739,0.31093836757357,0.410882842865075,0.266518600777346,0.344253192670739,0.377568017767907,0.111049416990561,0.433092726263187,0.921710161021655,0.0111049416990561,0.0333148250971682,1.33259300388673,0.777345918933926,0.0111049416990561,0,0,0,0,0.0111049416990561,0.0333148250971682,0.0222098833981122,0.0444197667962243,0.0333148250971682,0.0777345918933926,0.0666296501943365,0.0555247084952804,0.166574125485841,0.0333148250971682,0.177679067184897,0.177679067184897,0.210993892282066,0.166574125485841,0.210993892282066,0.333148250971682,0.466407551360355,0.0333148250971682,0.51082731815658,0.133259300388673,0.0777345918933926,1.45474736257635,0.0666296501943365,0.0222098833981122,0.0111049416990561,0.0111049416990561,0.0333148250971682,0.0111049416990561,0,0.0111049416990561,0,0.0777345918933926,0.0666296501943365,0.0333148250971682,87.5735702387562
"B_H3K4me3_SLE1077",0.0215470803706098,0.0215470803706098,0.0323206205559147,0.0538677009265245,0.0107735401853049,0.0646412411118293,0.107735401853049,0.096961861667744,0.0754147812971342,0.0754147812971342,0.107735401853049,0.183150183150183,0.204697263520793,0.193923723335488,0.172376642964878,0.215470803706098,0.226244343891403,0.215470803706098,0.193923723335488,0.193923723335488,0.193923723335488,0.204697263520793,0.301659125188537,0.366300366300366,0.0861883214824391,0.430941607412196,0.754147812971342,0.0107735401853049,0.0538677009265245,1.22818358112476,0.538677009265245,0.0107735401853049,0.0107735401853049,0,0,0.0107735401853049,0,0.0323206205559147,0.0323206205559147,0.0430941607412196,0.0754147812971342,0.0861883214824391,0.118508942038354,0.0646412411118293,0.118508942038354,0.0861883214824391,0.140056022408964,0.0861883214824391,0.161603102779573,0.172376642964878,0.161603102779573,0.247791424262012,0.366300366300366,0.0215470803706098,0.430941607412196,0.0430941607412196,0.0861883214824391,1.33591898297781,0.0754147812971342,0.0107735401853049,0,0.0215470803706098,0,0.0323206205559147,0.0215470803706098,0.0323206205559147,0.0323206205559147,0.0538677009265245,0,0.096961861667744,89.0433096315449
"B_H3K4me3_SLE2239",0.0212066588908917,0,0,0.0106033294454459,0.0106033294454459,0.0318099883363376,0.0636199766726752,0.0424133177817835,0.0636199766726752,0.0742233061181211,0.137843282790796,0.159049941681688,0.084826635563567,0.137843282790796,0.106033294454459,0.0954299650090128,0.159049941681688,0.148446612236242,0.201463259463472,0.18025660057258,0.296893224472484,0.169653271127134,0.265083236136147,0.30749655391793,0.0530166472272294,0.392323189481497,0.455943166154172,0.0212066588908917,0.0318099883363376,1.00731629731736,0.519563142826848,0.0106033294454459,0,0,0.0106033294454459,0.0106033294454459,0.0212066588908917,0,0.0212066588908917,0.0106033294454459,0.0106033294454459,0.0742233061181211,0.0424133177817835,0.0636199766726752,0.159049941681688,0.0954299650090128,0.159049941681688,0.084826635563567,0.169653271127134,0.169653271127134,0.169653271127134,0.159049941681688,0.318099883363376,0.0318099883363376,0.434736507263281,0.0212066588908917,0.084826635563567,1.19817622733538,0.12723995334535,0,0.0212066588908917,0,0.0212066588908917,0.0636199766726752,0,0,0.0424133177817835,0.0212066588908917,0.0212066588908917,0.0212066588908917,90.8811366769166
"B_H3K4me3_SLE985",0.0638841567291312,0.0425894378194208,0.0106473594548552,0.0319420783645656,0.0319420783645656,0.0638841567291312,0.0638841567291312,0.053236797274276,0.0319420783645656,0.106473594548552,0.127768313458262,0.170357751277683,0.159710391822828,0.170357751277683,0.191652470187394,0.127768313458262,0.212947189097104,0.255536626916525,0.340715502555366,0.181005110732538,0.383304940374787,0.255536626916525,0.489778534923339,0.404599659284497,0.0851788756388416,0.500425894378194,0.873083475298126,0.0106473594548552,0.0425894378194208,1.37350936967632,0.564310051107325,0.0319420783645656,0.0425894378194208,0,0.0212947189097104,0,0.0212947189097104,0.0106473594548552,0.0425894378194208,0.0106473594548552,0.0851788756388416,0.0851788756388416,0.0638841567291312,0.0745315161839864,0.159710391822828,0.106473594548552,0.181005110732538,0.106473594548552,0.26618398637138,0.138415672913118,0.255536626916525,0.234241908006814,0.468483816013629,0.0745315161839864,0.543015332197615,0.0212947189097104,0.0851788756388416,1.37350936967632,0.170357751277683,0.0212947189097104,0.0106473594548552,0.0106473594548552,0.0212947189097104,0.0319420783645656,0,0.0212947189097104,0.0212947189097104,0,0.0106473594548552,0.0212947189097104,87.7342419080068
"M_H3K4me3_ND391",0.0543478260869565,0.0217391304347826,0.0326086956521739,0.0434782608695652,0.0108695652173913,0.0217391304347826,0.0652173913043478,0.0434782608695652,0.0869565217391304,0.0652173913043478,0.141304347826087,0.195652173913043,0.0869565217391304,0.217391304347826,0.108695652173913,0.195652173913043,0.184782608695652,0.282608695652174,0.173913043478261,0.184782608695652,0.304347826086957,0.152173913043478,0.282608695652174,0.326086956521739,0.0434782608695652,0.456521739130435,0.760869565217391,0,0.0217391304347826,0.902173913043478,0.739130434782609,0.0108695652173913,0,0.0326086956521739,0.0108695652173913,0,0.0108695652173913,0.0108695652173913,0.0434782608695652,0.0326086956521739,0.0326086956521739,0.0543478260869565,0.130434782608696,0.0652173913043478,0.16304347826087,0.0652173913043478,0.0978260869565217,0.206521739130435,0.16304347826087,0.0869565217391304,0.152173913043478,0.141304347826087,0.326086956521739,0.0652173913043478,0.423913043478261,0.0326086956521739,0.0869565217391304,1.33695652173913,0.0869565217391304,0,0,0,0,0.0326086956521739,0,0.0326086956521739,0.0217391304347826,0.0108695652173913,0.0217391304347826,0.0869565217391304,89.7173913043478
"M_H3K4me3_ND422",0.0861326442721792,0.0753660637381568,0.0215331610680448,0.0645994832041344,0.053832902670112,0.053832902670112,0.0645994832041344,0.0753660637381568,0.0645994832041344,0.118432385874246,0.129198966408269,0.0753660637381568,0.107665805340224,0.139965546942291,0.290697674418605,0.193798449612403,0.118432385874246,0.172265288544358,0.236864771748493,0.258397932816538,0.183031869078381,0.215331610680448,0.26916451335056,0.387596899224806,0.0968992248062016,0.452196382428941,0.656761412575366,0.0107665805340224,0.0968992248062016,1.1520241171404,0.76442721791559,0,0.0107665805340224,0.0107665805340224,0.0322997416020672,0.0645994832041344,0.0215331610680448,0,0.0107665805340224,0.0215331610680448,0.0861326442721792,0.0753660637381568,0.053832902670112,0.0968992248062016,0.150732127476314,0.0753660637381568,0.161498708010336,0.139965546942291,0.118432385874246,0.139965546942291,0.22609819121447,0.215331610680448,0.322997416020672,0.0645994832041344,0.409130060292851,0.0645994832041344,0.118432385874246,1.10895779500431,0.150732127476314,0.0215331610680448,0,0.0215331610680448,0.0107665805340224,0.0322997416020672,0.053832902670112,0.0107665805340224,0.0215331610680448,0.0107665805340224,0.0322997416020672,0.118432385874246,89.0288544358312
"M_H3K4me3_ND425",0.010727311735679,0.0214546234713581,0.0536365586783952,0.0643638704140742,0.0750911821497533,0.0214546234713581,0.0965458056211114,0.0429092469427162,0.10727311735679,0.0643638704140742,0.0965458056211114,0.0965458056211114,0.118000429092469,0.171636987770865,0.214546234713581,0.171636987770865,0.193091611242223,0.257455481656297,0.182364299506544,0.343273975541729,0.33254666380605,0.22527354644926,0.364728599013087,0.429092469427162,0.10727311735679,0.536365586783952,0.965458056211113,0.010727311735679,0.0214546234713581,1.34091396695988,0.643638704140742,0,0.010727311735679,0.0214546234713581,0,0.0214546234713581,0.0214546234713581,0.0429092469427162,0.0429092469427162,0.0214546234713581,0.0321819352070371,0.0858184938854323,0.0536365586783952,0.118000429092469,0.160909676035186,0.0750911821497533,0.150182364299507,0.128727740828148,0.193091611242223,0.0965458056211114,0.289637416863334,0.278910105127655,0.257455481656297,0.0643638704140742,0.568547521990989,0.0536365586783952,0.0965458056211114,1.60909676035186,0.0750911821497533,0,0.0214546234713581,0.010727311735679,0,0.010727311735679,0.0214546234713581,0.0321819352070371,0.010727311735679,0.010727311735679,0.0429092469427162,0.0643638704140742,87.8245011800043
"M_H3K4me3_SLE1077",0.021767522855899,0.0326512842838485,0.0326512842838485,0.0108837614279495,0.021767522855899,0.0544188071397475,0.0108837614279495,0.087070091423596,0.108837614279495,0.065302568567697,0.0979538528515455,0.130605137135394,0.0979538528515455,0.141488898563343,0.20679146713104,0.195907705703091,0.119721375707444,0.174140182847192,0.152372659991293,0.261210274270788,0.250326512842838,0.185023944275141,0.261210274270788,0.348280365694384,0.0544188071397475,0.391815411406182,0.761863299956465,0.0108837614279495,0.0326512842838485,0.87070091423596,0.555071832825424,0.0108837614279495,0.0108837614279495,0,0.0108837614279495,0.021767522855899,0,0.0108837614279495,0,0.0326512842838485,0.0544188071397475,0.108837614279495,0.043535045711798,0.043535045711798,0.0761863299956465,0.043535045711798,0.043535045711798,0.0979538528515455,0.163256421419242,0.141488898563343,0.119721375707444,0.239442751414889,0.348280365694384,0.021767522855899,0.337396604266434,0.0326512842838485,0.108837614279495,1.077492381367,0.065302568567697,0.021767522855899,0,0,0.0108837614279495,0.021767522855899,0.0326512842838485,0.021767522855899,0.0326512842838485,0.043535045711798,0.0108837614279495,0.0326512842838485,90.7596865476709
