ID	T1_1	T1_2	T1_3	T1_4	T1_5	T2_1	T2_2	T2_3	T2_4	T2_5	T2_6	T2_7	T2_8	T2_9	T2_10	T2_11	T2_12	T2_13	T2_14
11287	31	41	46	39	44	2	4	7	13	5	6	20	43	9	11	0	11	3	29
11298	5	1	2	3	9	1	2	3	0	0	1	0	0	0	0	0	4	1	0
11302	6	3	4	2	18	14	18	6	12	27	24	11	4	10	21	12	19	6	6
11303	14	11	24	16	10	10	4	9	2	12	698	28	4	73	106	24	115	16	31
11304	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
11305	12	2	10	6	2	3	2	5	7	6	49	1	4	28	15	0	27	0	16
11306	2	2	11	4	2	5	4	7	2	23	132	11	22	85	36	13	67	8	49
11307	2	6	3	8	3	2	0	4	2	7	124	9	1	6	14	14	21	4	18
11308	21	15	28	27	20	36	34	33	36	41	199	75	182	188	116	77	140	93	105
11350	8	20	17	19	25	11	20	26	17	41	154	21	41	94	60	49	66	18	111
11352	15	23	6	10	19	12	32	29	9	22	103	16	24	129	38	42	86	43	85
11354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11363	0	1	0	0	0	1	1	1	2	0	39	4	2	34	15	1	18	6	19
11364	4	1	0	1	4	2	1	0	1	0	15	3	13	24	17	2	21	5	17
11370	79	68	113	84	96	59	69	63	51	49	84	90	94	105	73	54	69	57	74
11409	1	3	2	7	1	5	4	4	4	4	10	4	2	27	11	6	18	6	10
11416	34	27	36	24	47	6	7	17	21	17	23	12	18	36	13	6	21	12	14
11418	0	1	0	0	0	2	5	0	7	12	0	3	130	9	0	29	152	0	15
11419	88	114	115	64	65	71	111	152	85	160	110	144	35	128	80	63	148	123	70
11421	2	3	10	14	9	2	0	3	0	0	42	0	0	2	2	6	4	3	1
11423	14	21	28	15	20	23	45	12	14	14	12	4	6	5	6	1	6	5	5
11425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11426	8	32	46	16	64	23	22	26	22	41	1105	90	124	461	367	146	596	102	391
11428	8	4	20	17	12	22	14	32	9	49	54	15	18	86	17	7	58	12	81
11429	100	61	97	120	122	72	64	76	73	96	242	145	114	256	175	88	224	121	195
11430	22	40	46	49	33	44	38	35	45	55	113	47	40	100	52	31	84	51	62
11431	6	11	14	27	20	6	3	2	2	1	27	9	0	11	28	18	36	5	62
11432	253	293	310	351	279	133	143	95	97	139	223	178	121	197	119	122	122	106	112
11433	2	2	0	0	0	0	0	2	0	0	36	0	0	13	4	4	15	2	8
11434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
11435	3	0	0	1	2	0	3	7	3	0	3	9	5	8	4	0	1	5	5
11438	2	2	1	0	1	0	6	1	0	0	5	0	0	0	0	1	2	0	3
11440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11441	0	1	2	0	0	2	0	2	0	2	11	0	2	1	6	0	2	0	0
11443	29	22	33	39	41	2	40	71	8	54	18	18	14	39	16	3	12	25	13
11444	12	5	16	9	7	16	13	63	8	13	50	30	35	26	42	8	50	11	12
11447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11448	0	0	3	1	0	0	0	4	0	0	0	0	2	1	2	0	0	0	0
11449	1	9	0	2	0	0	0	0	0	0	2	0	0	5	1	1	2	3	1
11450	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0
11451	2	4	0	7	0	2	2	4	1	0	0	5	0	5	0	1	2	1	3
11459	0	0	2	2	0	0	0	0	0	0	4	1	0	12	0	0	0	74	22
11461	137	165	160	114	95	240	260	182	285	400	4345	281	609	2470	1160	381	1748	337	2255
11464	0	0	0	0	0	0	2	1	0	2	0	0	2	36	2	0	0	6	41
11465	14	8	19	6	4	2	6	4	13	20	183	8	25	155	61	29	95	22	131
11468	0	1	0	0	0	0	0	1	0	0	24	0	0	2	5	0	4	0	0
11470	22	25	37	36	38	15	26	20	5	1	8	27	23	44	11	26	19	15	12
11471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11472	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	8	0
11474	0	0	0	0	0	4	2	2	1	2	0	2	0	2	0	1	2	30	2
11475	6	5	2	3	1	0	12	14	2	3	431	9	20	30	35	23	41	13	18
11477	1	0	0	0	0	0	3	0	0	0	19	2	5	9	20	2	16	2	11
11479	3	7	6	5	0	14	2	6	8	22	48	19	16	32	24	4	32	12	14
11480	233	299	283	325	237	255	292	302	192	341	527	571	590	745	502	418	609	753	454
11481	8	0	0	2	0	0	2	2	0	6	4	0	16	6	6	0	9	1	9
11482	8	3	4	0	0	0	4	0	0	2	43	2	1	4	4	7	17	2	6
11484	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
11486	9	16	16	13	16	1	31	8	2	10	23	8	11	34	13	12	13	10	9
11487	0	4	3	4	10	2	10	4	4	5	165	13	13	68	41	11	86	12	109
11488	7	0	8	0	5	5	15	6	7	2	5	6	1	9	7	2	11	10	3
11489	6	4	4	4	8	3	6	5	3	9	77	10	2	10	6	9	19	13	52
11490	1	5	5	7	9	3	3	3	1	2	33	9	30	13	14	9	10	14	3
11491	48	49	27	33	35	46	60	38	19	20	200	58	62	131	85	63	82	69	87
11492	3	0	0	0	2	2	2	4	6	2	52	4	8	15	20	9	13	4	14
11495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11496	83	73	80	56	84	23	95	53	35	22	146	87	116	132	79	449	110	76	64
11497	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
11498	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	2	0	6
11499	3	1	7	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0
11500	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0
11501	12	11	4	2	3	0	0	0	1	5	81	4	9	2	6	1	5	2	2
11502	0	5	3	7	2	2	2	3	2	5	181	19	5	48	38	11	47	21	48
11504	6	5	18	4	15	23	63	103	67	90	120	77	45	170	198	54	141	33	178
11512	10	6	16	6	9	6	10	7	4	3	18	5	12	9	11	6	27	0	33
11513	199	252	180	183	205	90	170	152	80	94	191	261	448	188	143	156	246	205	140
11514	0	0	1	1	1	0	2	0	0	1	1	0	0	0	0	0	1	0	0
11515	4	4	6	6	5	2	2	2	6	6	28	2	0	9	2	1	8	2	1
11516	0	0	0	0	0	3	1	5	0	2	6	4	46	31	9	8	4	0	10
11517	4	8	21	18	23	2	9	7	2	17	29	6	7	38	38	2	31	4	4
11518	19	10	14	20	17	14	19	34	18	49	184	27	31	102	78	21	114	36	111
11519	0	1	4	0	0	10	6	17	10	21	94	21	34	31	32	33	123	6	36
11520	10	8	8	4	5	4	6	11	5	19	290	27	10	52	38	14	46	14	32
11522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
11532	9	2	12	22	14	8	16	14	15	29	135	32	60	107	75	21	98	25	128
11534	4	1	6	2	7	0	2	5	0	2	41	3	11	61	16	1	36	2	51
11535	5	9	7	11	5	6	6	4	11	2	17	6	4	1	3	2	6	2	41
11536	21	32	36	18	18	15	36	30	21	22	5	16	8	8	2	3	17	11	6
11537	0	0	0	0	4	0	0	0	0	0	0	4	2	1	0	0	3	27	4
11538	14	14	26	8	5	10	8	8	9	7	268	12	47	167	92	27	205	34	164
11539	0	4	0	0	1	48	71	12	4	5	5	11	0	66	12	0	3	437	68
11540	2	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
11541	8	5	2	9	3	2	0	3	2	1	12	3	3	6	0	2	1	6	3
11542	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0
11544	4	2	5	0	4	2	0	8	6	8	32	7	6	29	19	2	14	2	32
11545	10	13	32	23	18	7	17	30	31	49	242	95	121	336	154	115	281	66	313
11546	1	4	6	0	2	7	2	1	5	8	59	20	13	46	46	9	29	14	73
11548	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1
11549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
11550	3	3	0	0	2	1	0	7	0	5	2	0	0	0	0	3	7	0	2
11551	2	4	4	2	0	0	0	0	0	1	6	0	1	0	1	4	0	0	0
11552	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
11553	3	1	0	1	4	8	27	7	18	17	74	2	0	0	62	0	0	23	4
11554	7	8	8	2	6	0	2	4	0	0	0	1	0	5	4	0	2	0	0
11555	0	0	0	0	1	0	4	0	0	6	6	0	0	1	0	0	4	0	4
11556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11564	2	6	3	3	2	0	1	3	8	12	43	19	19	49	26	2	28	7	45
11565	2	0	2	0	1	1	2	3	0	0	8	2	0	5	2	0	4	10	1
11566	0	2	5	2	0	0	0	2	8	10	124	14	23	76	34	18	61	11	43
11567	10	5	5	4	3	3	4	3	1	2	8	5	8	0	3	2	4	5	2
11568	7	16	4	14	28	16	22	14	14	5	369	51	36	57	56	60	78	35	30
11569	6	16	15	7	4	11	7	19	24	23	124	10	28	118	63	36	123	27	133
11571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11593	0	0	0	0	0	2	0	0	0	0	11	0	5	10	2	0	8	0	16
11595	0	2	0	0	0	0	0	2	0	0	1	0	1	0	0	0	3	1	0
11596	10	15	13	18	18	3	9	7	4	9	4	9	3	8	12	1	10	9	2
11600	2	0	2	2	0	0	3	19	3	30	20	12	39	59	18	13	31	13	32
11601	184	180	290	154	204	93	315	128	147	108	202	179	215	228	97	196	155	189	152
11602	1	3	0	2	4	2	9	4	0	3	8	0	2	2	0	2	1	9	1
11603	8	12	39	5	18	8	12	12	13	17	44	7	18	45	16	12	35	9	25
11604	10	6	10	11	7	1	3	3	3	9	6	7	2	13	0	7	0	5	2
11605	57	55	63	66	69	56	59	85	28	51	44	74	80	45	67	45	69	44	24
11606	0	5	0	1	2	2	3	8	0	2	1	0	2	8	1	0	1	0	2
11607	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0
11608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11609	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11610	0	0	0	4	2	2	0	0	0	2	9	0	0	2	5	0	5	4	4
11611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11622	0	1	0	0	0	0	0	0	0	0	9	0	0	2	1	0	6	1	2
11624	2	3	6	3	9	6	3	2	2	4	8	8	1	19	2	4	9	10	7
11625	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11628	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0
11629	0	1	0	0	0	3	0	1	1	2	91	3	2	4	11	6	27	8	4
11630	69	148	139	157	232	15	22	22	13	8	44	23	34	30	23	28	43	16	16
11632	23	20	18	13	10	69	22	27	43	15	57	31	9	24	15	12	33	22	41
11634	23	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
11636	0	0	0	0	0	0	0	0	0	4	35	0	0	3	0	0	4	4	0
11637	1	0	3	0	8	0	6	8	0	6	71	10	21	133	47	3	30	16	67
11639	0	6	10	8	7	8	2	2	3	0	24	4	2	36	15	0	3	13	20
11640	0	0	6	8	4	6	4	4	8	9	56	8	24	43	19	14	33	6	59
11641	2	8	4	14	12	4	0	4	4	0	55	4	10	33	16	10	39	11	19
11642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
11647	0	0	6	0	0	0	0	0	2	2	1	1	0	4	0	1	4	0	2
11648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11650	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
11651	13	14	36	21	24	27	23	39	45	43	201	50	96	171	97	71	231	45	270
11652	9	9	33	14	10	16	10	9	10	48	59	13	23	31	31	20	45	6	31
11655	0	1	0	2	0	6	0	4	0	2	26	3	7	17	16	4	37	4	15
11656	203	123	137	142	229	55	109	194	82	50	70	81	32	80	62	93	105	113	53
11657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11658	2	0	0	2	1	7	3	0	1	9	65	6	24	64	19	0	88	8	42
11666	1	3	1	4	2	4	4	2	0	2	30	2	6	9	2	3	8	0	9
11668	0	0	0	0	0	1	0	0	0	0	2	0	0	4	6	0	1	0	4
11669	9	2	12	5	2	0	1	5	0	6	39	4	8	35	3	4	6	9	36
11670	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
11671	4	0	0	2	0	0	2	4	0	0	51	0	6	13	25	8	11	2	4
11674	37	30	97	32	73	66	34	145	122	249	438	71	119	390	174	87	117	65	492
11676	0	0	1	0	0	0	0	6	2	2	0	0	2	0	4	0	6	0	1
11677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11682	3	0	6	2	3	10	23	40	9	17	2	2	0	58	28	3	5	14	9
11684	19	21	4	11	11	8	21	5	1	6	11	6	9	8	8	8	4	6	2
11685	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
11687	18	41	49	31	31	0	0	0	0	0	0	0	0	0	0	1	0	0	0
11688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11689	6	8	11	4	15	13	15	9	4	3	16	7	7	5	3	27	23	4	3
11690	3	0	0	0	0	37	2	0	0	0	17	0	0	0	0	0	2	0	4
11692	194	194	204	174	220	447	421	594	403	453	581	673	795	398	564	564	1155	637	322
11694	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11695	8	10	12	4	7	15	4	11	4	43	9	55	46	98	13	25	40	4	221
11698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11704	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	2	0	34	0
11705	5	6	1	4	7	5	3	7	2	11	5	4	11	1	2	1	1	0	2
11717	35	31	32	32	35	17	30	12	6	7	35	27	5	16	6	29	15	12	11
11720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11722	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
11727	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11731	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11732	77	61	71	68	78	63	108	51	57	45	91	67	64	66	101	95	86	44	48
11733	26	9	30	19	6	0	12	10	9	38	17	16	4	11	7	3	17	14	7
11735	3	14	3	4	3	9	13	5	17	42	321	31	191	368	291	58	385	20	164
11736	49	49	52	40	16	19	31	40	14	48	115	21	30	129	82	33	112	39	114
11737	13	19	41	12	34	26	31	61	35	150	270	109	172	384	241	112	241	40	442
11739	22	21	57	33	43	82	15	38	29	134	217	36	41	183	83	38	151	30	189
11740	25	29	51	18	20	24	13	17	31	35	215	37	30	165	75	28	154	26	136
11744	0	2	4	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	3
11745	0	0	2	0	0	0	2	0	0	0	53	0	2	14	12	2	6	0	5
11746	11	23	13	18	16	16	27	41	12	15	46	12	5	43	33	25	32	10	14
11747	4	2	3	2	4	0	1	5	4	5	132	11	0	31	21	7	24	11	20
11749	2	12	0	7	6	5	10	11	9	33	208	22	31	268	51	18	73	39	237
11750	0	1	0	0	2	0	0	0	0	4	58	0	0	33	9	0	14	8	23
11752	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
11754	0	0	0	0	0	2	0	5	0	0	33	2	0	2	2	2	5	0	2
11757	0	2	2	0	1	2	3	2	12	8	29	6	2	15	12	2	26	6	27
11758	0	2	0	2	2	0	2	4	3	9	74	10	22	105	26	8	46	6	83
11761	2	1	1	2	8	0	0	0	0	0	5	0	0	0	0	0	4	0	0
11764	2	3	6	2	12	10	9	11	13	8	126	2	8	47	38	13	39	9	36
11765	14	21	8	12	6	17	15	12	7	28	168	26	26	129	83	24	143	36	94
11766	58	101	122	96	69	99	73	80	146	95	42	95	153	62	121	39	58	47	85
11767	1	4	6	1	3	0	0	0	0	4	42	11	14	25	8	4	32	6	40
11768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11769	2	2	4	6	0	2	10	4	2	2	22	0	4	20	12	2	14	3	21
11770	0	1	0	0	0	0	0	0	3	0	75	12	4	0	4	14	11	35	2
11771	67	131	108	105	105	28	48	34	46	52	74	19	30	45	32	19	74	4	31
11772	14	9	11	8	13	5	14	45	3	27	209	16	22	72	74	18	44	77	60
11773	3	4	13	4	8	28	11	5	14	27	40	2	2	13	24	2	14	6	14
11774	4	16	3	7	0	2	8	4	8	11	68	25	23	80	28	19	42	25	62
11775	0	0	0	1	0	2	3	17	15	18	37	14	38	26	70	25	57	2	19
11776	66	50	84	71	66	37	40	47	35	75	219	77	86	196	153	67	161	36	148
11777	2	0	8	2	0	2	4	7	3	2	50	6	2	30	8	6	11	2	10
11778	3	10	18	0	6	0	4	8	8	1	49	2	4	20	12	4	23	6	23
11781	8	17	16	15	12	21	59	15	9	22	11	12	23	38	16	9	17	5	15
11782	98	65	104	66	184	37	86	50	54	24	45	48	11	31	17	59	50	38	72
11783	2	6	0	2	7	2	6	0	4	0	74	0	8	46	24	11	42	4	34
11784	2	4	9	0	4	25	37	51	43	91	195	50	96	118	206	55	260	37	95
11785	4	5	8	8	10	27	12	19	18	66	134	11	29	41	82	19	40	4	30
11787	2	4	3	2	1	4	2	0	4	0	121	12	8	30	20	8	45	10	15
11789	14	15	28	15	18	42	21	30	26	57	659	113	139	673	422	79	709	117	477
11790	0	0	0	0	1	1	0	1	3	0	2	2	0	4	0	5	0	5	7
11792	86	102	97	146	115	53	133	62	120	96	240	210	231	288	294	97	227	133	360
11793	0	0	0	1	0	2	2	0	2	0	38	1	6	13	5	1	28	2	28
11796	2	0	0	0	1	2	1	1	0	0	17	0	3	6	0	0	9	2	5
11797	2	0	4	2	2	3	0	2	0	4	73	2	9	49	28	1	32	4	39
11798	4	4	5	2	0	0	10	2	0	4	176	8	14	113	43	26	112	21	85
11799	2	4	4	4	2	0	0	3	1	4	38	8	22	30	34	6	40	6	95
11800	127	148	213	150	148	119	273	213	133	374	307	723	344	376	249	138	309	176	244
11801	1	2	0	0	4	0	0	0	0	12	8	0	0	0	4	2	2	4	0
11803	0	0	0	4	0	15	9	11	6	11	46	9	8	12	27	3	12	0	11
11804	10	5	16	16	21	5	14	15	10	16	314	42	48	132	118	44	105	57	120
11806	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
11807	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	1	0
11808	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11810	0	2	0	0	8	0	1	2	0	2	113	6	8	30	15	3	19	8	15
11811	12	12	16	11	14	41	16	21	14	12	12	33	20	30	10	12	27	18	20
11812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
11813	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	3
11814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11815	0	0	0	0	0	0	2	0	0	0	34	6	2	8	0	7	32	6	11
11816	52	59	62	28	61	15	64	56	59	88	2695	209	80	203	520	294	589	107	147
11818	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
11819	3	12	20	5	20	6	29	8	4	14	39	14	16	14	23	15	34	13	28
11820	23	13	32	32	48	111	98	172	139	294	597	158	162	482	265	158	556	87	301
11821	2	11	2	5	9	2	1	3	2	1	23	2	4	22	7	1	10	1	13
11826	0	2	0	0	1	2	0	0	4	3	79	7	5	10	4	2	18	6	10
11827	1	0	0	0	0	0	0	3	0	0	0	2	1	1	3	0	1	2	0
11828	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
11829	2	3	8	11	2	0	0	0	0	6	0	0	0	1	2	0	4	0	0
11830	0	0	0	2	0	4	12	39	9	41	17	58	8	30	22	6	18	17	73
11831	0	3	0	0	0	36	20	71	16	77	55	141	10	15	58	4	15	24	90
11832	7	0	1	1	7	0	1	7	0	0	0	2	1	1	4	2	1	0	1
11833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11834	1	3	4	4	3	5	10	7	12	14	133	14	39	113	57	11	79	18	108
11835	1	0	3	0	2	0	0	0	0	0	6	8	2	0	1	0	0	0	4
11836	4	0	4	4	1	22	17	6	4	8	57	4	20	16	32	11	31	8	29
11837	27	48	71	53	22	47	27	61	103	180	425	78	75	548	277	72	389	68	370
11838	0	2	0	0	0	0	0	0	0	0	2	1	2	1	0	1	0	0	1
11839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11840	57	66	81	89	44	60	72	51	39	64	254	65	128	195	134	66	177	63	160
11841	6	6	37	24	30	18	2	12	9	34	46	4	6	29	22	13	23	2	36
11842	16	14	35	16	28	42	14	48	25	54	65	6	2	10	20	10	42	6	53
11843	6	8	6	4	4	2	6	2	10	2	181	21	9	95	64	19	88	9	126
11844	7	0	6	2	4	1	7	9	2	2	74	10	2	43	23	8	39	1	61
11845	6	4	18	6	6	7	6	15	4	18	287	35	26	122	32	24	90	25	179
11846	15	18	13	14	14	10	17	9	6	8	125	17	11	18	28	22	15	6	16
11847	18	20	13	13	15	16	31	35	8	21	31	33	23	24	11	15	27	30	18
11848	6	10	20	15	8	6	14	4	4	23	271	22	44	172	70	22	115	23	172
11852	49	31	72	75	91	52	26	59	61	67	248	32	37	141	137	43	78	47	111
11853	5	6	4	4	10	2	2	5	4	2	43	10	21	29	16	7	20	11	21
11854	2	4	4	0	2	0	0	1	0	2	2	0	0	2	2	0	0	4	1
11855	12	6	10	14	2	0	0	4	6	8	615	41	69	403	136	76	267	50	390
11856	4	2	2	1	2	6	0	1	0	4	3	6	4	10	5	1	5	7	2
11857	0	0	0	3	4	0	0	4	0	0	89	3	3	2	5	10	17	2	14
11858	0	1	0	0	0	4	8	3	0	11	10	0	14	32	15	4	20	0	22
11859	7	21	18	25	30	1	2	3	1	3	1	6	1	2	1	0	0	0	1
11861	7	20	32	30	24	0	0	2	0	2	17	2	6	15	2	2	16	2	23
11863	4	4	2	3	2	0	6	9	0	0	29	10	16	61	22	16	49	7	40
11864	2	4	14	6	4	2	0	11	7	14	48	4	6	14	38	9	44	12	19
11865	0	5	6	3	2	4	4	1	0	4	44	7	13	8	9	8	18	8	10
11867	25	28	27	28	27	19	66	29	9	10	162	38	46	109	59	53	65	24	60
11870	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
11871	1	0	0	0	0	0	3	1	0	0	5	0	0	4	0	0	2	0	0
11872	0	0	0	0	0	0	2	0	0	0	4	1	0	0	1	1	0	0	0
11875	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	3	5	0	0
11876	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
11877	68	65	78	42	63	35	38	43	57	43	104	74	74	50	57	59	37	53	49
11878	0	0	0	0	0	1	2	4	6	2	4	2	2	0	4	0	15	0	0
11881	29	30	24	39	25	3	10	17	12	20	63	6	1	15	0	8	15	4	7
11883	5	1	7	2	7	1	7	5	5	4	24	9	2	12	17	2	9	3	6
11886	31	29	45	27	34	12	30	27	6	25	222	42	29	99	65	57	99	43	60
11889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11890	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
11891	0	0	0	0	0	0	0	0	0	0	8	0	0	5	2	0	2	1	2
11898	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
11899	1	0	0	2	1	4	5	8	0	10	47	1	16	14	29	10	57	0	32
11905	3	1	3	3	2	4	3	1	0	7	0	1	3	1	1	8	6	6	2
11906	20	24	41	21	41	5	2	6	2	9	58	17	9	37	14	28	78	17	26
11907	24	24	22	22	20	16	20	15	17	22	104	14	39	35	50	16	57	10	34
11908	7	3	12	3	7	2	8	5	1	7	44	2	7	16	12	6	18	7	18
11909	2	1	10	0	5	6	8	18	8	16	128	12	4	76	61	8	50	12	69
11910	0	1	2	0	2	0	0	1	0	3	27	0	0	16	15	2	10	11	9
11911	6	11	11	4	1	14	8	9	7	24	203	29	69	154	127	20	136	28	233
11920	4	3	12	11	10	8	5	3	6	15	198	13	34	181	83	29	202	19	174
11921	2	2	0	0	0	37	12	62	37	31	123	77	99	104	26	69	147	74	168
11922	0	2	2	2	1	2	2	8	2	4	15	5	34	48	18	6	22	0	9
11923	0	0	0	0	0	0	2	0	0	1	0	2	4	21	0	0	0	0	0
11924	0	0	8	2	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0
11925	1	1	0	1	1	1	0	1	0	2	1	0	0	0	0	1	0	0	0
11927	2	1	5	4	0	3	0	4	1	3	37	2	2	16	6	3	11	4	13
11928	11	18	24	17	9	15	36	32	45	49	328	93	88	376	236	74	238	70	324
11931	71	132	147	111	91	84	72	116	67	111	80	92	137	96	66	50	87	133	95
11932	550	402	431	363	586	2	5	12	2	1	12	3	2	2	20	2	18	5	5
11933	6	8	4	3	7	8	7	11	8	19	287	20	25	110	142	18	56	8	120
11936	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	4
11937	7	10	5	10	10	3	4	11	1	3	2	1	4	1	0	1	6	188	4
11938	62	48	51	55	54	45	74	52	46	73	415	109	126	242	141	75	296	78	230
11941	0	1	1	1	0	22	11	6	9	14	104	24	24	68	60	22	97	4	24
11944	3	4	9	1	5	2	8	3	2	10	1	2	4	3	5	2	10	0	2
11945	3	0	7	1	0	0	3	4	4	0	2	0	0	0	5	12	0	2	1
11946	28	48	86	53	27	59	32	39	38	124	742	80	86	617	291	31	377	68	532
11947	29	39	96	45	45	67	43	41	83	176	826	100	158	719	348	102	538	114	549
11949	7	9	8	18	9	4	5	17	4	18	216	23	31	203	75	33	116	30	122
11950	156	224	229	252	188	151	177	153	161	217	231	187	293	313	203	120	199	139	254
11951	2	0	0	2	1	1	2	1	3	9	16	2	1	10	8	0	4	0	4
11957	64	88	113	82	71	68	53	71	101	133	81	45	48	86	86	33	116	38	108
11958	0	0	1	0	0	0	0	0	0	2	51	18	29	28	34	11	27	8	54
11964	2	2	12	2	2	12	2	9	10	11	146	17	24	71	31	18	72	7	86
11966	9	7	8	4	16	10	8	8	5	14	133	24	10	87	46	3	75	18	57
11972	4	3	5	2	2	4	7	12	3	9	77	12	12	58	25	12	43	8	35
11973	2	3	2	6	2	18	9	10	10	4	138	33	41	83	67	43	75	22	119
11974	2	2	2	4	4	4	0	2	5	10	63	7	14	26	6	5	26	2	14
11975	2	0	0	0	0	1	2	0	6	4	125	7	6	59	21	4	43	10	40
