tumor_1	tumor_2	tumor_3	tumor_4	tumor_5	tumor_6	tumor_7
23996	7085	5470.51246807745	5814	4955	6842	6555.43734940377	6633.01002470505
23999	1752	1218	877	776	1001	1489	1057
24010	3445	5785	3657	2585	3277	4625	4390
24014	2957	438	263	523	535	1627	121
24052	190	127	77	122	221	411	305
24068	1849	2201	1444	984	1191	2150	1739
24075	1174	838.003407832116	1112	1068	1358	990.963612651537	879.521177711673
24084	47	11	17	12	10	5.9146593774669	16
24115	18	4	7	13	12	24	9
24132	522.708022483637	635	556	464	538.234003349488	528.622681861104	451
26372	1378	2251	1877	1221	1574	1866	1985
26383	4194	5256	4222	3689	4398	4949	5073
26388	1513.6990973035	290	186.259920972824	446.125997319642	425.321406175956	9002	241
26417	2466	1940.40945542352	1458	1899	2220	1717.52458554379	1493.54714277249
26423	4	3	1	3	0	4	3
26437	1	0	0	0	0	1.0925728915673	0
26439	0	0	0	0	0	0	0
26440	6755	6103.11217229491	6685	4523	6487	8114.53886567031	5902.07876024653
26565	1.0925728915673	0	0	1	1	0	0
26569	2154	2296	1847	1371	1891	1741	1474
26894	2710	4678	2656	1893	2749	3834	4913
26910	0	0	0	0	0.739332422183363	0	0
26943	33784	10767	11459	12027	9445	24073	11972
26949	5844	5916	3107	3996	3128	2773	2829
26968	2575	5549	3971	1848	2821	2529	7344
27029	881	414	304	357	309	403	236
27096	2284	2601	1875	1563	1907	2145.54268917612	2028
27176	4007	7776	5048	4180	4624	4429	6992
27205	1766.26515659605	2329	530.101346705471	3959	1650.92929873545	1978	986.269451192606
27217	5	1	0	0.739332422183363	1	8	1
27260	34	66	2	14	10	49	37
27261	607.470527711416	83.0355397591145	79.7578210844126	186	158	252.384337952045	78.6652481928453
27263	0.183958735853298	0	0	0	0	0	0
27273	265.420339563827	88	53.9712668193855	69	77.6299043292531	1867	45.0992777531851
27281	67.7395192771723	572.508195181263	363	110	193	440.30687530162	429
27380	0	0	0	0	0	0	0
27382	0	0	0	0	0	0	0
27400	0	0	0	0	0	0	0
27426	990	333	433	411	329	562	578
27979	7813	16982	6146	6377	8923	10092	10325
28006	9314	13107	8479	6746	7837	8164	10315
28015	7613	10718	7011	6614	7914	12844	10541.4016754904
28019	1965.88491058556	3593	2418.35635296178	2142	1911.17431134399	2614	2603.9287909298
28036	2328	4597	2480	2081	2739	4908	3797
28040	2049	1474	1487	1775	993	918	1308
28078	0	0	0	0	0	0	0
28081	1748	2151	1675	1429	1534	1720	2290
28126	1069	1651	846	1426	1295	1502	1467
28199	2316	2198	3095	1574	2336	2483	3485
28295	1692	1708	1584	751	1469	1470.60311204958	1570
29817	15518	4055	4230	6940	5082	5428	4129
29863	416	81	69	198	345	582	109
29873	171	200	395	896	2805	438	85.7625609732701
29876	14632	17683	12759	12302	14574	15122.3053633385	15613
30046	12003	19945	13062	12080	11171	13118	14783
30051	16	1	13	26	23	11	3
30054	9	0	10	1	1	5	5
30840	813	1437	1043	480	919	867	1000
30843	366	470	416	450	508	604	563
30927	3	3	0	4	7	15	0
50500	26	292	71	109	72	125	104
50505	747	738	913	938	1002	945	1206
50525	0	0	2	0	0	0	0
50702	0	0	0	0	0	3	0
50708	24851	23779	17232	24872	19000	23759	42844
50723	1088	774	424	467	1125	1112.23920361551	507
50776	204	437	197	176	229	308	247
50795	22	101	28	14	15	270	49
50916	0	0	0	0	1	0	0
50918	4391	2369.79060180946	1288	2331	1366	3332.34731928025	2130.51713855623
50928	23.6586375098676	3	0.739332422183363	11	2.21799726655009	16	0
50929	8	1	1	2	0	0	1
51786	8841	9511	6081	5360	7072	9720	12258
51788	2298	4085	2333	1960	2390	4299	4254
51795	828	103	221	200	188	541	94
51797	5952	10454	5934	6193	6036	9373	7844
51875	431	90	115	102	90	154	93
52013	857.669719880327	904.650354217721	1113	636	1029	1150.47925482036	977.85273795273
52024	0	0	0	0	0	0	2.18514578313459
52064	1512	1815	1510	974	1255	1669	1869
52065	2661	4127	2209	1434	1642	2210	1726
52118	523	191	215	378	163	636	100
52174	1878	2741	1794	1738	1593	2630	2096
52184	864	1217	934	815	935	1131	1121
52276	2036	4034	1999	2255	2771	3764.68069375768	5314
52357	1520	2002	677	904	922	2339	1711
52521	1232	1711	1016	924	846	1766	1422
52614	258	24	9	59	37	62	24
52715	1986	3678	2274	1548	2043	2581	2780
52717	1579	2172	1392	1167	1494	1737.190897592	1958
52897	4035	2651	3257	976	3217	1398	1294
52915	5013	5161	4859	5095	5735	3391	4684
53323	4891	6006	5918	3246	5659	7241	5294
53356	3279	6676	3315	3406	3496	5247	4227.50279004447
53380	775	1334	773.541607229645	653	740.764420482627	955.956821883088	1106
53382	5446	8610	5051	3339	5113	10263	7599
53414	1676.06660108968	2327	1289	1584	1503.06281429878	1844.63439334749	1964
53598	1790	2523	1576	1509	1322	1858	1761
53622	0	8	0	1	2	1	0
53814	39	145	117	72	61	68	92
53861	5316	10502	8044	5334	6386	8302	7072
53902	2918	3855	2317	2040	2200	2581.00948584212	2079
53973	0	0	0	0	0	0	0
54132	1116.60949518178	749.505003615165	342	541	580	1291.42115783254	587.804215663205
54137	85.0232285510867	229	92.4165527729203	148	79.8479015958032	75	54.7105992415688
54140	535	4	79	210	57	27	36
54150	0	0	0	0	0	0	0
54199	204	101	196	114	173	244	229
54208	12161	2190.60864759243	13488	7413	13635	13150.207322904	7279.81317651289
54342	935	1358	1270	748	737	1156	1279
54380	2447	3742	2728	1856	2098	3273	2780
54390	10	3	3	7	22	5	0
54393	6464	2165	4403	2053	5279	2174	1552
54401	13930	12772	11665	9441	11379	13678	12534
54419	0.739332422183363	3	0	1	0	0	0
54420	0	0	0	0	1	0	0
54426	4	6	6	5	8	2	0
54604	7663	4750	3427	4713	5203	7814	6962
54624	1700	1444.38136265196	2086	1217	1702	1272.8474186759	1521.95403795324
54634	38	12	14.2034475903748	23	24.0366036144805	23.6586375098676	16
54638	1044	1702	1082	1107	1007	1667	1554
54646	170	294	226.16258855443	293	523.342415060735	209.231075477892	143
54673	14617	16984	13481	8173	13116	23635	13908
54683	2913.89190180998	1299.06916807351	1549	1562	1454	1784	1520
54723	1803	1927	1608	1149	1595	1949	1981
55927	1673	2789	2307	1887.51567383413	2078	3568	4915
55938	1.47866484436673	16	9	3	8.87198906620035	2.21799726655009	1
55943	814	1166	507	517	545	800	835
55978	774	972	750	551	607	761	977
56045	4933	3279	1772	2462	3344	9791	2316
56046	1771	2767	1911	1255	1390	2113	2336
56068	1124	2124	1114.42434939864	1244	1213.84848253127	2172.15865637472	1541
56089	31	49	9	54	29	124	144
56150	2683.77669252561	2910	2211.34327475044	2750	3390.5784881329	3703	3954.68912625881
56173	14.2034475903748	1	2	3	1	12.0183018072403	78
56175	165	29	68	128	102	231	85
56196	1653.06278494132	3298.16193535998	1972.09406927897	1701	1797	1858.46648855597	2019.07470361636
56216	750	140	783	165	410	128	127
56221	224	1.47866484436673	1	35	0	8	1
56228	4559	5888	3754	3035	3648	7206	5497
56248	2627.63780421935	2964.15025482207	2941	1896	4416	3495.14068012378	2441.90041265291
56273	1295	1768	1168	1209	1072	1522.28545727554	1887
56291	300	317	432.509466977267	246	331	411	352.661565381464
56295	1003	2890	1173	1221	783	1460	2417.6170205396
56296	2	6	9	18	13	15	36
56309	479	618	448	372	411	646.915869410442	641
56314	1868	3961.34311805846	2359	1737	2310	2243	2271
56336	2997	2035	1821	1684	2048	2811	1159
56338	17564	2866	2685	4269	5952	12831	2998
56350	383.493084940121	1150.47925482036	1179	573	1147	954.908707229816	960
56351	7420	10958	8206	5670	8461	10145.8588296223	9004
56374	6740	6847	6070	4769	5295	7198	5023
56412	1021	1559	1152	798	1344	1470	1202
56426	1507	1630	1140	1040	1136	1760	1507
56434	5965	7954	7343	5227	7043	9439	7027.35467285286
56437	166	1029	90	207	238	582	339
56438	3794	6021	3669	1798	3751	5048	4522
56440	4215	6392	3126	3178	3253	4388	4706.59019961929
56444	3709.23076209393	6189	2982	3482	3491	6167	4845.58469498976
56470	1591	1369	857	1104	1054	1326	1149
56550	3530	4667	3218	1839	3338	5525	3348
56552	0	2	0	0	0	0	0
56554	15	25	16.265313288034	17	0.739332422183363	54.6286445783648	55
56612	3252	3039	2394	1794	2447	3292	3677
56644	821.398321045716	588	348.964903270547	799	760.033730004497	1162	421.419480644517
56696	114.596525438421	7	9	65	104	111	9.61132148838372
56702	18673	21790	15517	17556	57343	20556	36064
56708	33	4	9	45	18	19	18
56710	1413	453	805	202	401	67	283
56724	2129.27737588808	2676	2016	1965	1911.91364376618	2277.14386032476	1856
56737	3623	4669	4872	2726	3261	3937	3791
56738	676	436	249	413	597	1007	428
56772	1923	4010	3028	1726	1625	1570	1350
56847	238	65.5543734940377	79	168	77	232.718025903834	46.9806343373937
56861	0	0	0	0	0	0	0
56876	1848	4155	4049	2496	4614	3410	3494
57014	0	1	0	0	4	0	0
57260	5	3	0.739332422183363	2	0	4	0.739332422183363
57276	33	11	2	27	17	9	29
57294	56	83	70	65	62	89	80
57296	8150	5618.00980843903	6802	5140	5959	6454.92064337958	6753.19304277746
57319	2275	319	618	908	711	1285	302
57357	782	684	359	354	444	732	491
57385	3	1	7.64801024097107	8	6.55543734940377	0.739332422183363	1
57390	0	6	0	2	0	2.95732968873345	1
57394	2	1	0	0	0	0	0
57441	1002.98191445878	1495.66949007694	564.860184940292	792	724	1068.53628795282	1158.12726506133
57742	6	19	14	13	12	13	10
57746	82	36	94	56	47	530	19
57764	1642	1042	1479	676	1121	1118.79464096491	551
57808	651.173443374108	2280.19962470095	2002	1493	1754	1594.06384879668	2115
57837	817	1314	856	813	818	957	1141
57875	3374	679	1728	1015	653	987	1070
57905	1628.74932606995	3118	1951.83759456408	2078	1703.42190071047	2084	2970.63767233275
57916	47	1	10	7	9	19	2
58198	619	2674	941	623	1539	1558	1116
58203	1165	393	101	429	829	3476	261
58205	55.7212174699321	5.46286445783648	6	12	22	69.9246650603069	9.83315602410566
58233	415	658	228	381	350	982	378.538200157882
58235	2502	2732	2287	3935	2749	2415	3376.53117211142
58523	5528	9257	5647	4243	5470	7304	7035
58802	727	372	335	136	524	188	150
58875	1764.78649175169	2290	1469.79285530053	1876	1502.32348187659	2280	2490.81093033575
58992	0	0	0	0	0	0	0
59010	897	409	159	248	158	500	160
59011	2	0	0	5	1	2037	12.5686511771172
59012	142	11	16	712	795	80.8503939759799	10
59028	888.261760844211	1139.55352590469	1507	707	1414	1146.10896325409	1297.97659518195
59050	1174.51585843484	2070.42562952003	1223.68163855537	1183	1139.55352590469	1689.11769036304	1422.52990482062
60363	64	95	37	47	36	53	26
60409	1453	2196	1243	1133	1416	1514	1493.45149281039
60425	19.6663120482113	36.0549054217208	39	54	28	18	35.1876625619493
60441	694	1973	1397	1138	1167	1140	1543
60455	2981	319	217	414	93	373	86
60505	0	1	1	0	3	1	2
60599	4796	6258	5027	5000	7138	6971	2990
63985	11900	16826	14248.4144403178	7461	11448	12013	10222.7494015294
64082	6	202	37	16	35	631	135
64337	0	1	3	0	2.21799726655009	0.739332422183363	0
64379	0	1	0	14	2	1	3
64655	1245	2250	1149	1121	1094	1686	1943
64660	1190	1659	898	1040	974	1293	1573
64697	0	0	0	0	0	0	0
64818	0	0	0	0	15	0	0
64934	4385	7905	3884	4054	4027	4629	6738
65019	2457	4622	2944	1963	2251	2183	3049
65221	1695.67312771244	219.607151205026	552	548	669	640.247714458435	285.161524699064
65254	3133	1562	1485	1865	2541	460	584
65967	1019	1613	995	1068	1349	1382	1941
65972	2882	727	744	1023	845	2267	497
66043	3608	4842	3351	2726	3770	3290	4825
66044	1226	1378	836	579	630	773	1046
66049	475	404	589	448	494	359	565
66059	2191	2615	2433	1600	1912	1698	1790
66085	6996	5968.72570663214	7033	5779	8001	6003.68803916229	7393.44075723589
66086	1617.0078795196	1853.00362409813	1925	1620	1602	2023.44499518263	2678
66089	1220	1692	1556	1163	1465	2634	2589
66090	1484	370.382210241313	896	780	1273	606.377954819849	418.455417470274
66098	633	909	552	530	522	505	820
66108	3182.08674507719	5695	2941.06437544542	3469	2627.58742843967	4842	4546.89439642768
66116	46	79	94	58	74	103	84
66141	5297	1352	798	2404	1763	18940	1260
66153	47	25	45	68.7579152630527	60	59	65
66164	2130	4342	2612	2494	2462	2873	3629
66165	2147	2357.77230000222	2382	1700	2239	2327.18025903834	2746.72824940018
66183	16	2	5	0	7	135	429
66198	8	32	1	1	1	1	0
66205	1803	1195	464	545	569	1335	604
66209	1976	2933	1879	1957	1942	2930	2210
66220	284	226	207	148	170	208	272
66222	124.553309638672	85.7625609732701	8.74058313253837	77	107	532.082998193273	36.0549054217208
66225	560	736	605	410	554	706	517
66237	178.17911374619	86	154	35	146.387819592306	141.212492637022	89
66271	1018	1071.81400662752	983	804	936	989.87103975997	867.502875904433
66273	181	126	221	174	239	486	228
66284	0	0	0	0	0	0	0
66309	1874	2213	1751	842	1571	2131	1818
66317	1511	2343	1658	1397	1561	1973	2462
66354	5264.04684594554	7906	4324	5006	4963	7427	5735.58899759773
66358	543	792	485	398	506	570	574
66362	777	1343	785	678	679	1392	1309
66390	2360	3909	2521	2346	2467	3236	3726
66400	220.321061810642	325	188	156	242.501034476143	433.988131821634	355
66407	1229	1960	1206	1050	1003	1165.92722978316	1598
66416	2536	2787	1669	1856	2775	3529	2647
66421	607	683	506	469	425	841	562
66439	410.807407229303	278.60608734966	256	196	370	375.84507469915	400
66446	816	1595	769	795	799	883	1550
66447	640	873	290	311	211	557	367
66449	28.4068951807497	38.2400512048553	31	33	17	34.9623325301535	52
66451	0	0	0	0	1	0	0
66455	1542	1938.52961096478	1055	802	1146	1405	1764
66462	1093	1132	493	728	793	1566	1267
66473	0	1	0	1	1	8	3
66494	5380.92149096893	4258.84913132932	2640.74867891815	4254	2833	4571.32497831757	5441.01300000513
66521	1263	1662	1205	974	908	1031.38880963953	1244
66536	1472	1331	1052	1160	1356	1695	1091
66537	3227	4955.0058934729	2517	2061	2742	3970	3904
66561	0	0	0	0	0	0	0
66588	5795	5394	4051	3879	4058	6199	4307
66596	520	1208.06917784761	578	442	613	481	670
66629	5331	5386	4226	4332	4308	6095	4824
66642	2588	3487	2271	2387	2411	2590	3901
66653	501	723	465	541	564	871	853
66654	4	2	0	0	1	5	0
66658	350	651	371	319	349	425	764
66684	3907	4563	2754.37625964115	3162	1455.30709156764	5615.96907890482	5998
66714	681	973	546	529	614	825	864
66720	5	46	17	20	33	29	31
66779	0	0	2	2	1	0	0
66810	3301	4856	2915	2244	2855	4588	4074
66818	5227	6279	4995	4214	4732	5172	6120
66826	1090	725	984	879	1008	1043	782
66827	1494	2509	1415	1159	1227	1809	1848
66834	394.418813855794	1384.76962674944	321.216430120785	399	250	629.321985542762	476.361780723341
66836	548	200	1037	1054	1075	1105	958
66859	114	80	66	94	157	78.6652481928453	12
66877	2924	4731	3242	2963	3289	3667	3357
66884	3268	4905	2983	2409	3063	4338	4769
66892	2459.01963618186	2178	1662.75861749038	1230	1370.72231072795	1683	517.532695528354
66910	214	596	550	373	440	263	503
66914	2736	2209	1803	1114	1533	2063	1801
66934	1315	2169	1424	1437	1743	1894	2301
66935	185	184	139	153	150	176	177
66957	0	0	0	0	1	0	0
66964	5071	5087	5208	3900	4540	5968	4580
66967	4938	5611	3611	2760	3981	6288	4060
67003	5793	4066.55630241347	5076	3554	4834	5910.81934337907	5096.85253916143
67005	2822	4174	3874	2633	2959	2727	3401
67025	404	754	420	461	356	480.566074419186	612
67028	1571	2086	1337.30921927837	1350	1420.34475903748	2456	950
67035	1410	1896	887	772	1159	1891	1391
67043	2617	2968	2074	2287	2041	4016	2214
67057	3336	3477	3131	1580	2826	3126	3292
67063	1014	1266	733	594	754	794	692
67075	3312	3523	2776	2205	2295	4764	4069
67092	7895	1913	3286	3610	4614	4494	2303
67109	859	558.304747590888	551	485	669	667.562036747618	788.837627711588
67112	1	0	1	0	2	1	0
67117	3239	2060	1551.45350602556	1660	1516.49117349541	2019.85617740495	1700
67118	1732.82060602573	1678.19196144737	3540	1456	1851	2092.27708735137	2107
67135	0	0	0	0	0	0	1
67139	1698	1943	1749	1457	1970	1836	2069
67141	2458	2882	1940	1640	2638	2097.73995180921	4233
67148	828	509	879	697	813	689	582
67155	3328	2554	2604	2321	2362	2605	1331
67180	2361	2326	1899	1283	1740	2768	2049
67184	2214	3310	2592	2152	2217	3919	2918
67187	1257	1751	1301	1293	1470	1423	1692
67194	140	249	123	151	221	281	169
67204	3202	6686	4902	3006	3451	6445	5080
67207	1109	1667	975	964	992	1363	1303
67211	2258	3822	2904	1350	2603	3264	2208
67213	4316	2795	1688	1966	2375	3298	2137
67255	4939.47991260705	7343	6691.69775318162	7264	6573.40456563228	5797	7347.48561165826
67263	1801.65269819447	752.782722289867	1125.35007831431	895	988.778466868403	1260.82911686866	1021.55565361542
67268	5585.65644959531	6997	3437	4605	3651.56283316363	8649.45000712316	6143
67272	2	12	46.5779425975519	13	48	7	108.681866060954
67276	4475	6538	4331	4072	4496	5404	5417
67283	716	937	591	569	570	573	659
67292	755	779	598	365	505	1065	601
67303	46	131	33	58	30	97	41
67310	0	0	0	0	0	0	0
67315	0	0	0	1	0	0	0
67328	0	0	0	0	0	0	0
67333	1656	2135	1637	1913	2166	2688	2232
67337	1750	3230	2042	1716	1923	2620	2895
67343	2	1	0	1	1	0	1
67389	505	381	249	200	278	320.130938805396	371
67391	2309	3653	2586.12003433979	2142	2683.35902168928	2692.64868159181	3568
67407	0	0	0	0	0	0	0
67410	0	0	0	0	0	0	0
67433	3050.46351325589	3086.51841867761	2553.34284759277	2336	2515.10279638791	3630.61971867812	2991.46457711126
67467	3448	4492	3334.38922404697	2672	3406	4365	3925.11582937147
67480	1161	1786	1242	1055	1155	1537	1499
67483	0	1.0925728915673	6	0	1	3.27771867470189	3.27771867470189
67487	2610	4685	2764	3043	3399	3751	2848
67495	3311	4060	2894	2007	2565	3741	2709
67498	0	0	1	0	14	0	0
67505	0	0	0	0	0	0	0
67512	367	358	62	125	102	244	128
67523	6	13	9	10	7	14.2034475903748	3
67525	1286	1783	1604	644	1050	5142.79632870747	2528
67580	35	3	8.13265664401699	10	22	40	4.43599453310018
67583	0	1	1	1	5	0	0
67602	3516.26499990407	4254	3252.32332518461	3357	2131.49537315463	3225	3264.15264393955
67610	3385	3265	2427	2456	2640	3392	3468
67615	5130	6871	5098	4623	5050	7208	6008
67628	1169	1670	1186	1415	1900	2506	2693
67630	5143	4590	8413	3969	4311	5436	6789
67652	1	33	26	29	20	31	62
67676	394.803513445916	454	158	234	235.107710254309	340.83224662653	409
67701	0	0	0	8	0	11	2
67706	680.672911446425	301.550118072574	406	492	414	536.453289759542	462
67715	0	1	1.0925728915673	0	1.0925728915673	0	0
67717	0	0	0	0	0	0	0
67719	0	0	0	1	0	0	0
67731	2604	3323	2131	1275	2224	2490	986
67745	0	0	2	0	0	2	0
67749	222	3127	449	131	60	2880	1710
67758	0	2	0	0	37	1	0
67768	309.198128313545	601	439	340	480	471.991489157072	690
67769	1059	1606	1038	816	1160	1766	1371
67774	997	605	774	656	623	383	696
67775	1797.2824066282	364.919345783477	173	959	1066	3235.10833193076	525
67781	8451	12447	8364	7476	7705	10387	11334
67788	2967.42797349677	3428.49373373817	4413	2390	4333	4052.3528548231	9023
67800	622	654.45116204881	503	343	474	812.874231326068	463.250906024533
67808	4286	3031	2603	2531	2857	2791.71922616438	2339
67832	1832	3098	1949	1738.17052455309	2305	2476	2376
67836	416	607	771	691	608	433	895
67842	1605	2917	1797.31711832775	1737	1958	2415	2583.22748310867
67856	12	6	18	5	31	92	49
67871	665	1690	745	577	656	737	1043
67873	726	1071	1299	1085	1166	1002	1226
67890	3003	3204	2626	1970	2227	3217	2712
67893	1627	220	486	554	807	639	190
67920	2901	4711	3082	2818	3057	3162	3604
67929	0	0	1	0	0	0	0
67941	2748	3805	2307	1925	2289	3193	3564
67942	23	16	15	16	20	19	21
67944	0	0	0	0	0	0	0
68028	667	457	727	332	612	566	457
68032	1082	1694	1148	890	890	1404	1339
68039	55	132.201319879643	175	85	196	189.015110241142	198.848266265248
68043	704	1656	631.389888544592	588	710	1170	1250.95045833425
68044	282	478	444	254	415	310	681
68050	3546	3926	3024	3156	2951	2849.38715509468	3418
68054	0	0	0	0	0	0	0.739332422183363
68073	309	380	303	285	300	358	431
68090	1131.90551566372	981.130456627431	1414	1742	1259	1108	981
68094	6228	5097	6841	4242	6464	9092	3485
68107	45	70	122	152	139	254	70
68118	912	1110	660	650	686	1160	978
68162	7.64801024097107	6.55543734940377	0	2	18	241.458609036372	181
68188	5522	4857	5419	5558	7082	4243	4950
68212	1309	1050	844	636	770	1547	738
68224	0	8	0	7	1.47866484436673	13.3079835993005	4
68235	6632.55115940695	4852	7461.3428046745	4089	6415.18742728504	4731	3455.63974128504
68255	93	80.8503939759799	93	80	101	124.553309638672	45.8880614458264
68262	2549	3616	1829	1971	3358	2331	4128
68268	5782	7961	5621	4823	6343	9235	6532
68271	35	23	15	3	10	31	14
68272	4076	5795	5147	4554	4901	4028	5871
68281	503	741	566	379	544	404.251969879899	590
68295	2013	2731	1853	1549	1986	2240	2659
68306	58	78	183	138	121	80	118
68311	0	0	0	0	0	0	0
68352	7	3.27771867470189	14	11	46	4.37029156626918	0
68365	9683	7859	6734	6348	7298	10086	7788
68434	3	0	0	0	5	1	0
68460	0	2	0	0	0	294	0
68480	818.337095783904	273.143222891824	245.828900602642	484	240	1087.11002710946	337.605023494294
68509	0	0	0	0	0	1.47866484436673	0
68556	652	438	550	406	568	363	358
68563	533	642	387	716	522	782	559
68588	882	572	480	564	268	640	318
68603	1036	1690	843	608	771	1292	1262
68631	530	301	126.425844193355	236	478	389	186.311770390207
68632	416	150	68	233	89	240	147
68671	336	634	872	433	900	664	1410
68718	1126	1229	824	1008	1047	899	820
68729	7875	12434	9406	5362	7919	5468	7928
68738	980	118	147	314	284	854	120
68753	4	2	9	6	8	3	22
68774	4265.40456867872	537.545862651109	832	1038	600	1540.52777710989	292.809534940035
68777	32	79	29	32	47	61	27
68808	62.2766548193359	196.662424300774	26.2217493976151	14	31	36.0549054217208	20.7588849397786
68833	1756	2702	1914	1377	1839	2466	2265
68875	2460	2339	1877	2730	2769	2546	1453
68888	0.739332422183363	0	0	0	0.739332422183363	0	0
68920	240	374	217	241	283	299.429630984262	386
68922	5	13	7	8	1	14	0
68970	4307	5108	3445	3322	3707	5010	4406
68971	1055	1430	955	799	1139	812	1491
68972	281	362	232	171	260	418	375
69010	491	881	422	450	609	796	813.265664401699
69020	444	428	307	223	274	364	306
69034	2	3.69666211091681	7	4	10	8	2
69038	993.148758434672	1154.84954638663	1144	1158	1099	1249.90338795299	1189.81187891678
69060	0	0	0	186	164	9.83315602410566	0
69082	4487	6911	5552	3932	4432	4947	6027
69161	1167	1074	841	757	1104	1153	1273
69168	376	618	360	468	447	571	773
69195	625	398	405	370	513	574	840
69219	4977	2735	2211	2123	2919	562	2398
69239	0	0	0	0	0	0.739332422183363	0
69248	331	330	394.803513445916	38	330	483	450.253445109668
69259	3508.13234326006	4539	3189	3167	3114.80749465851	4088.508294674	4299
69263	1810	2728.13663785661	1739	1816	2228	2727	2998
69306	8	13	9	4	4	12	14
69309	394	447	337	372	574	296	250
69310	17.7439781324007	86	52	43	47.3172750197352	44.3599453310018	71
69311	0	0	0	0	0.739332422183363	0	0
69314	0	0	0	0	0	0	0
69318	1	2.18514578313459	0	2	1	0	1.0925728915673
69327	0	5	0	0	2	3	0
69364	0	0	0	0	0	0	0
69441	1	4	0	0	1	5	1
69454	7	6	8	15	9	3	9
69495	0	0	0	0	0	0	0
69511	0	0	0	0	0	0	0
69520	0	0	0	0	0	1	0
69533	0	0	0	0	3	1	0
69541	0	0	0	0	0	0	0
69547	10	16.3885933735094	9	7	8	1.0925728915673	8.74058313253837
69551	5290	14632	11068	6637	10267	6562	9233
69585	0	20	1	2	2	1221	92
69608	4700	3005	2110	1656	1635	5057	2260
69655	19	3	18	2	7	1.47866484436673	3
69666	486.194936747447	1134.13593562928	372.567356024448	706	465	705.802087952473	572.508195181263
69671	11	0	7	1	13	68.7579152630527	1
69713	7	14	10	18	12	41	11
69747	202	156	105	125	119	268	266
69771	0	0	0	7	1	0	5
69787	4	0	0	0	1	4	0
69794	0	0	0	0	0	1	0
69797	2	3	4	15	11	6	8
69804	1932	1462.95510180861	1949	1428	1612	1426.90019638689	1309.99489698919
69852	1	0	1	0	0	3	1
69860	1543.80549578459	2073.70334819473	1971	2766	2002	2195	2365
69864	0	0	0	0	1	0	0
69909	15	15	6	34	23	13	4
69920	720	941	736	760	1115	1193	1495
69928	311	440	164	278	290	625	481
69944	799	1554	635	740	666	825	890
69955	538	1868	503	759	697	531	707
69976	1452	2429	1237	1057	898	1912	1656
70004	9	6.55543734940377	5	6	3	4.37029156626918	2.18514578313459
70005	0	0.971952063877215	0	0	2.91585619163165	2.95732968873345	0
70026	2	0	0	2	1	0	1
70031	53	107	15	27	19	81	49
70044	711	1062	1418	1690	1579	1156	1303
70055	1	1	0	0	0	0	0
70082	839	1207	806	590	929	1407	903.464219908069
70083	221.799726655009	565	1444	871	1702.68256828828	3299.64060020435	6281
70086	56	7	0	17	12	42	3.69666211091681
70093	4206	4770	3585	2991	3983	5729	4575
70122	2773	4024	3669	2780	3664	3992	4676
70152	512	567	194	225	259	721	208
70300	218	105	340	171	373	150	211
70316	93	97.2389873494893	79	95	115	107.072143373595	109.25728915673
70362	125	257	96	92	142	123	55
70377	7	15	46	33	62	14.2034475903748	26
70383	824	1190	785	778	843	992	1264
70426	0	1.0925728915673	0	1	0	9.83315602410566	1
70433	7733	15371	14977	17395	25403	10650.8228739735	10227
70601	3200	4614	3612.37821478791	2708	3317	4443	4356.88596392656
70612	621	1022	625	484	563	701	597
70620	966.927009037057	1211.66333674813	1501	706	1106	1100.22090180827	1155
70645	455	633	465	408	671	742	918
70696	1	1	1.0925728915673	0	1.0925728915673	17	0
70757	479	394	498	389	472	592	456
70791	1421	1636	1575	950	1316	1518	1445
70874	1	0	0	1	4	2	0
70884	3	2.18514578313459	3	2	1	0	0
70886	1	0	0	0	0	0	0
70900	0	0	0	0	0	0	0
70917	0	0	1.0925728915673	0	0	0	0
70933	17	5	4	14	13	18	8
70935	0	0	0	0	0	0	0
70977	0	0	0	0	0	0	0
70997	254	640	386	429	488	221	260
71000	0	0	0	0	2	1	0
71026	12	0	0	0	0	0	0
71081	0	0	0	0	0	0	0
71093	119.771852393705	87	26.6159671986011	16	46.5779425975519	143	59.8859261968524
71133	3	5	5	3	2	5	0.739332422183363
71198	210	27	19	150	99	220	40
71226	5.46286445783648	5.46286445783648	3.27771867470189	7	1.0925728915673	3.27771867470189	5.46286445783648
71233	16	36	20	21	15	35	18
71265	18.4833105545841	42	52.4926019750188	71	35.4879562648014	87	61.3645910412191
71275	6.65399179965026	5	1	6	4	7	0
71285	0	0	0	0	0	0	0
71297	0	0	0	1	0	0	0
71306	1356	1791	403	265	596	1304	1359
71307	1.0925728915673	0	0	1	13	5.46286445783648	0
71325	0	0	0	0	18	0	0
71351	0	0	0	0	0	0	0
71375	3583	2531	1317	2280	2328	2666	4219
71432	6	8	1	33	12	51	3
71452	4021	5768	3595	3196	4163	4558	4805
71532	244	27	56	86	95	125	32
71545	0	0	1	0	0	0	0
71597	0	0	0	0	0	0	0
71599	285	682	384	227	338	418	482
71683	860	992	422	497	429	976	859
71753	24	15	9	14	29	27	12
71772	1927	1532	1470	1086	1384	1611	1289
71780	544	1192	566	386	389	1018	809
71793	1310	1497	848	1013	892	1830	1401
71797	24	61	13	3	17	19	20
71804	324	348	228	195	340	284.068951807497	363
71807	1022	2402	1119	1131	1005	1344	1554
71826	0	0	0	0	0	0	0
