tumor_1	tumor_2	tumor_3	tumor_4	tumor_5	tumor_6	tumor_7
105243175	2	2	2	2	2	2	2
105243177	2	2	2	2	2	2	2
105243196	2	2	2	2	2	2	2
105243311	2	2	2	2	2	2	2
105243314	2	2	2	2	2	2	2
105243330	2	2	2	2	2	2	2
105243340	2	2	2	2	2	2	2
105243350	2	2	2	2	2	2	2
105243390	2	2	2	2	2	2	3
105243391	2	2	2	2	2	2	3
105243403	2	2	2	2	2	2	2
105243420	2	2	2	2	2	2	3
105243447	2	2	2	2	2	2	2
105243473	2	2	2	2	2	2	2
105243487	2	2	2	2	2	2	2
105243502	2	2	2	2	2	2	2
105243524	2	2	2	2	2	2	2
105243527	2	2	2	2	2	2	2
105243544	2	2	2	2	2	2	2
105243553	2	2	2	2	2	2	2
105243585	2	2	2	2	2	2	2
105243646	2	2	2	2	2	2	2
105243648	2	2	1	2	1	3	2
105243723	2	2	1	2	1	3	2
105243724	2	2	1	2	1	3	2
105243734	2	2	1	2	1	2	2
105243735	2	2	1	2	1	2	2
105243851	2	2	2	2	2	2	2
105243885	2	2	2	2	2	2	2
105243888	2	2	2	2	2	2	2
105243918	2	2	2	2	2	2	2
105243926	2	2	2	2	2	2	2
105243931	2	2	2	2	2	2	2
105243936	2	2	2	2	2	2	2
105243985	2	2	2	2	2	2	2
105244002	2	2	2	2	2	2	2
105244049	2	2	2	2	2	2	2
105244056	2	2	2	2	2	2	2
105244077	2	2	2	2	2	2	2
105244101	2	2	2	2	2	2	2
105244118	2	2	2	2	2	2	2
105244127	2	2	2	2	2	2	2
105244145	2	2	2	2	2	2	2
105244153	2	2	2	2	2	2	2
105244188	2	2	2	2	2	2	2
105244230	2	2	2	2	2	2	2
105244236	2	2	2	2	2	2	2
105244250	2	2	2	2	2	2	2
105244268	2	2	2	2	2	2	2
105244312	2	2	2	2	2	2	2
105244359	2	2	2	2	2	2	2
105244365	2	2	2	2	2	2	2
105244373	2	2	2	2	2	2	2
105244383	2	2	2	2	2	2	2
105244388	2	2	2	2	2	2	2
105244416	2	2	2	2	2	2	2
105244419	2	2	2	2	2	2	2
105244450	2	2	2	2	2	2	2
105244455	2	2	2	2	2	2	2
105244458	2	2	2	2	2	2	2
105244459	2	2	2	2	2	2	2
105244479	2	2	2	2	2	2	2
105244487	2	2	2	2	2	2	2
105244512	2	2	2	2	2	2	2
105244519	2	2	2	2	2	2	2
105244545	2	2	2	2	2	2	2
105244562	2	2	2	2	2	2	2
105244580	2	2	2	2	2	2	2
105244610	2	2	2	2	2	2	2
105244647	2	2	2	2	2	2	2
105244662	2	2	2	2	2	2	2
105244671	2	2	2	2	2	3	2
105244677	2	2	2	2	2	3	2
105244678	2	2	2	2	2	3	2
105244685	2	2	2	2	2	3	2
105244700	2	2	2	2	2	3	2
105244712	3	5	4	2	2	2	2
105244729	3	4	3	2	2	2	2
105244735	2	2	2	2	2	2	2
105244739	2	2	2	2	2	2	2
105244748	2	2	2	2	2	2	2
105244761	2	2	2	2	2	2	2
105244769	2	3	2	2	2	2	2
105244778	2	3	2	2	2	2	2
105244791	2	3	2	2	2	2	2
105244808	2	3	2	2	2	2	2
105244828	2	2	2	2	2	2	2
105244878	3	2	3	2	3	2	3
105244916	3	2	2	2	2	2	3
105244921	3	2	2	2	2	2	3
105244922	3	2	2	2	2	2	3
105244944	2	2	2	3	2	2	2
105245025	2	2	2	2	2	2	2
105245061	3	2	2	2	2	2	3
105245082	2	2	2	2	2	2	2
105245110	2	2	2	2	2	2	2
105245123	2	2	2	2	2	1	2
105245139	2	2	2	2	2	1	2
105245149	2	2	2	2	2	1	2
105245180	2	2	2	2	2	1	2
105245182	2	2	2	2	2	1	2
105245187	2	2	2	2	2	1	2
105245196	2	2	2	2	2	1	2
105245197	2	2	2	2	2	1	2
105245265	2	2	2	2	2	1	2
105245277	2	2	2	2	2	2	2
105245351	2	2	2	2	2	2	2
105245398	1	3	1	2	2	1	1
105245401	1	3	1	2	2	1	1
105245466	1	3	1	2	2	1	1
105245478	1	1	1	2	2	1	1
105245508	1	1	1	2	2	1	1
105245526	1	1	1	2	1	1	1
105245534	1	1	1	2	1	1	1
105245543	2	2	2	2	2	3	2
105245561	1	1	1	2	1	1	1
105245578	1	2	1	2	1	2	1
105245607	1	1	1	2	1	1	1
105245612	1	1	1	2	1	1	1
105245626	1	1	1	2	1	1	1
105245643	1	1	1	2	1	1	1
105245652	1	1	1	2	1	1	1
105245684	2	2	3	2	2	2	3
105245691	2	2	3	2	2	2	3
105245735	2	2	2	2	2	2	3
105245749	2	2	3	2	2	2	3
105245789	2	2	3	2	2	2	3
105245816	2	2	3	2	2	2	3
105245847	2	2	3	2	2	2	3
105245876	2	2	2	3	2	2	2
105245923	2	2	2	3	2	2	2
105245929	2	2	2	3	2	2	2
105245944	2	2	2	2	2	2	2
105245978	2	2	2	2	2	2	2
105246023	2	2	2	2	2	2	2
105246035	2	2	2	2	2	2	2
105246058	1	1	2	2	2	1	2
105246080	1	1	2	2	2	1	2
105246105	1	1	2	2	2	1	2
105246110	1	1	2	2	2	1	2
105246118	1	2	2	2	2	1	2
105246162	1	2	2	2	2	1	2
105246221	3	2	2	2	3	3	2
105246225	3	2	2	2	3	3	2
105246247	3	2	2	2	3	3	2
105246273	3	2	2	2	3	3	2
105246277	3	2	2	2	3	3	2
105246280	3	2	2	2	3	3	2
105246282	3	2	2	2	3	3	2
105246308	3	2	2	2	3	3	2
105246311	3	2	2	2	3	3	2
105246320	3	2	2	2	3	3	2
105246325	3	2	2	2	3	3	2
105246370	2	2	2	2	2	2	2
105246379	2	2	2	2	2	2	2
105246381	2	2	2	2	2	2	2
105246385	2	2	2	2	2	2	2
105246395	2	2	2	2	2	2	2
105246405	2	2	2	2	2	2	2
105246473	2	2	2	2	2	2	2
105246480	2	2	2	2	2	2	2
105246506	2	2	2	2	2	2	2
105246512	2	2	2	2	2	2	2
105246514	2	2	2	2	2	2	2
105246519	2	2	2	2	2	2	2
105246520	2	2	2	2	2	2	2
105246558	1	1	2	2	2	1	1
105246564	1	1	2	2	2	1	1
105246611	1	1	2	2	2	1	1
105246689	2	2	2	2	2	2	2
105246693	2	2	2	2	2	2	2
105246714	2	2	2	3	2	2	2
105246727	2	2	2	2	2	2	2
105246757	2	2	2	2	2	2	2
105246777	2	2	2	2	2	2	2
105246818	2	2	2	2	2	2	2
105246883	2	2	2	2	2	2	2
105246895	2	2	2	2	2	2	2
105246913	2	2	2	2	2	2	2
105246926	2	2	2	2	2	2	2
105246935	2	2	2	2	2	2	2
105246964	2	2	2	2	2	2	2
105247055	2	2	2	2	2	2	2
105247058	2	2	2	2	2	2	2
105247059	2	2	2	2	2	2	2
105247090	2	2	2	2	2	2	2
105247105	2	2	2	2	2	2	2
105247113	2	2	2	2	2	2	2
105247114	2	2	2	2	2	2	2
105247122	2	2	2	2	2	2	2
105247124	2	2	2	2	2	2	2
105247131	2	2	2	2	2	2	2
105247132	2	2	2	2	2	2	2
105247138	2	2	2	2	2	2	2
105247146	2	2	2	2	2	2	2
105247190	2	2	2	2	2	3	2
105247194	2	2	2	2	2	3	2
105247254	2	1	2	2	2	1	1
105247257	2	2	2	2	2	1	1
105450	2	2	3	2	2	2	3
105866	2	2	2	2	2	2	2
106143	1	2	2	2	2	1	2
106572	3	2	2	2	3	3	2
106672	3	2	2	2	3	3	2
107358	1	1	2	2	2	1	1
107368	1	1	2	2	2	1	1
107435	2	2	2	2	2	2	2
107566	2	2	2	2	2	2	2
107626	2	2	1.18471872376154	4.84466834592779	2	3	2
107995	2	2	2	2	2	3	2
108014	2	2	2	2	2	2	2
108705	2	2	2	2	2	1	2
108803	2	2	2	2	2	2	2
108956	2	2	2	1	2	2	2
109145	2	2	2	2	2	2	2
109212	2	2	2	2	2	2	2
109280	2	2	2	2	2	2	3
109304	2	2	1	2	1	2	2
109637	2	1	2	2	2	1	1
109731	2	2	1	2	1	2	2
110115	2	2	2	2	2	2	2
110135	2	2	2	2	2	2	2
110308	2	2	2	2	2	2	2
110954	2	2	1	2	1	3	2
111175	2	2	2	2	2	2	2
112407	3	2	2	2	2	2	3
11363	2	2	2	2	2	2	2
11364	2	2	2	2	2	2	2
113855	3	2	3	2	3	2	3
11409	2	2	2	2	2	2	2
114228	3	2	3	2	3	2	3
114332	2	1	2	2	2	1	1
11459	2	2	2	2	2	2	2
114615	2	2	2	2	2	2	2
11468	3	2	3	2	3	2	3
11522	2	2	2	2	2	2	2
11548	2	2	2	2	2	2	2
11576	2	2	2	2	2	2	2
11602	2	2	2	2	2	2	2
11607	1	3	1	2	2	1	1
11610	2	2	2	2	2	3	2
11622	3	2	2	2	2	2	2
11643	2	2	1	2	1	2	2
11648	2	2	2	2	2	2	2
11668	1	1	2	3	2	1	1
116701	2	2	2	2	2	2	2
116849	2	2	2	2	2	2	2
11690	2	3	2	2	2	2	2
116905	2	2	2	2	2	2	2
11692	3	2	2	2	3	3	2
11702	2	2	2	2	2	1	2
11705	2	2	2	2	2	2	2
11754	2	2	2	2	2	2	2
117599	2	2	2	2	2	2	2
11821	2	2	2	2	2	2	2
11831	2	2	2	2	2	2	2
11833	2	1	2	2	2	1	1
11837	2	2	2	2	2	2	2
11840	2	2	2	2	2	2	2
11843	2	2	3	2	2	2	3
11844	3	2	3	2	3	2	3
11848	2	2	2	2	2	2	3
11853	2	2	2	2	2	2	2
11947	2	2	2	2	2	3	2
11966	2	2	2	2	2	2	2
11983	2	2	2	2	2	3	2
12033	3	2	2	2	2	2	2
12062	3	2	2	2	2	2	3
12096	2	2	2	2	2	2	2
12183	3	2	3	2	3	2	3
12215	2	2	2	2	2	2	2
12308	2	2	2	2	2	2	2
12319	2	2	2	2	2	2	2
12338	2	2	1	2	1	3	2
12362	2	2	2	2	2	2	2
12390	3	2	3	2	3	2	3
12409	2	2	2	2	2	2	2
12417	3	2	3	2	3	2	3
12460	1	1	2	2	2	2	2
12496	2	2	2	2	2	2	2
12502	2	2	2	2	2	2	3
12526	3	2	3	2	3	2	3
12571	2	2	2	12	2	2	2
12572	1	1	1	2	1	1	1
12613	2	2	2	2	2	2	2
12649	2	2	2	2	2	2	2
12652	3	2	2	2	2	2	3
12702	2	2	2	2	2	2	2
12767	2	2	2	3	2	2	2
12773	2	2	2	2	2	2	2
12795	2	2	2	2	2	3	2
12798	2	2	2	2	2	2	2
12799	2	2	2	2	2	2	2
12812	2	2	2	2	2	2	2
12857	2	2	2	2	2	2	2
12896	2	2	2	2	2	2	2
12909	2	3	2	2	2	2	2
12925	3	2	2	2	2	2	3
12968	2	2	2	2	2	2	2
12970	1	1	2	2	2	1	2
12985	2	2	2	2	2	2	2
13072	2	2	2	2	2	2	2
13074	1	1	2	2	2	1	2
13086	2	1	2	2	2	1	1
13087	2	1	2	2	2	1	1
13090	2	1	2	2	2	1	1
13120	2	2	2	2	2	2	2
13121	2	2	2	12	2	2	2
13166	2	2	2	2	2	2	2
13167	2	2	2	2	2	2	2
13198	2	2	2	2	2	3	2
13447	2	2	2	2	2	2	2
13511	2	2	2	2	2	2	2
13555	2	2	2	2	2	2	2
13589	2	2	2	2	2	2	2
13615	2	2	2	2	2	3	2
13629	2	2	2	2	2	2	2
13646	2	1	2	2	2	1	1
13706	2	2	2	2	2	3	2
13713	2	2	2	2	2	1	2
13716	2	2	2	2	2	2	2
13722	2	2	2	2	2	2	2
13723	1	1	1	2	1	1	1
13726	2	2	1	2	1	3	2
13731	1	1	2	2	2	1	2
13732	2	1	2	2	2	1	1
13877	3	2	2	2	2	2	4
14029	2	2	2	2	2	2	2
140477	2	2	2	2	2	2	2
140484	2	2	2	2	2	2	2
14066	2	2	2	2	2	2	2
14071	2	2	1	2	1	2	2
14073	2	2	2	2	2	2	2
140743	2	2	3	2	2	2	3
140806	2	2	3	2	2	2	3
14125	2	2	2	3	2	2	2
14132	2	1	2	2	2	1	1
14178	2	2	2	2	2	2	2
14194	2	2	2	2	2	2	2
14204	2	1	2	2	2	1	1
14226	3	4	2	2	2	2	2
14262	2	2	2	2	2	2	2
14300	2	2	2	2	2	2	2
14343	2	1	2	2	2	1	1
14344	2	1	2	2	2	1	1
14419	1	1	2	2	2	2	4
14456	2	2	2	2	2	2	2
14464	2	2	2	2	2	2	2
14526	2	2	2	2	2	2	2
14531	2	2	2	2	2	2	2
14548	3	2	3	2	3	2	3
14555	2	2	2	2	2	2	2
14566	2	2	2	2	2	2	2
14582	2	2	2	2	2	2	2
14587	2	2	2	2	2	2	2
14599	2	2	2	2	2	2	2
14645	2	2	2	2	2	2	2
14652	3	2	2	2	3	3.70135135135135	2.35067567567568
14670	3	2	2	2	3	3	2
14677	2	2	2	2	2	2	2
14695	3	2	3	2	3	2	3
14711	3	2	2	2	3	3	2
14714	2	2	3	2	2	2	3
14738	2	3	2	2	2	2	2
14747	2	2	2	2	2	2	2
14782	2	2	2	2	2	2	2
14827	2	2	2	2	2	2	2
14873	1	1	2	2	2	1	1
14938	1	1	1	2	1	1	1
14945	1	1	1	2	1	1	1
14985	3	2	2	2	3	3	2
14991	3	2	2	2	3	3	2
14998	3	2	2	2	3	3	2
15000	3	2	2	2	3	3	2
15024	3	2	2	1	3	5	3
15108	2	2	1	2	1	3	2
15112	2	2	2	2	2	2	2
15163	1	1	2	2	2	1	2
15200	2	2	2	2	2	2	2
15205	1	1	2	2	2	1	2
15206	2	2	2	2	2	3	2
15212	1	1	1	2	1	1	1
15223	2	2	2	2	2	2	2
15331	2	2	2	2	2	3	2
15364	2	2	2	2	2	2	2
15368	2	2	2	2	2	2	2
15376	2	2	2	2	2	2	2
15394	3	2	3	2	3	2	3
15397	3	2	3	2	3	2	3
15439	2	2	2	2	2	2	2
15446	2	2	2	2	2	2	2
15452	2	2	1	2	1	3	2
15458	2	1	2	2	2	1	1
15465	3	2	3	3	3	2	3
15512	3	2	2	2	2	2	4
15529	2	2	2	2	2	2	2
15557	1	2	2	2	2	1	2
15953	2	2	2	2	2	2	2
15959	2.82074752097635	3.79392321383168	5.64149504195271	2.91037376048818	4.73112128146453	4.90859394863971	5.41584032545131
16008	2	2	2	2	2	2	2
16009	2	2	2	2	2	2	2
16153	2	2	2	3	2	2	2
16154	2	2	2	2	2	2	3
16156	2	1	2	2	2	1	1
16176	2	2	2	2	2	2	2
16189	2	2	2	2	2	2	2
16196	2	2	2	2	2	2	2
16447	2	2	2	2	2	2	2
16470	2	2	2	2	2	2	2
16500	2	2	2	2	2	2	2
16508	3	2	3	2	3	2	3
16525	2	2	2	2	2	2	2
16541	2	1	2	2	2	1	1
16543	3	2	3	2	3	2	3
16580	3	2	2	2	3	3	2
16588	2	2	2	2	2	2	2
16600	2	2	2	2	2	2	2
16617	2	1	2	2	2	1	1
16628	3	2	3	2	3	2	2
16631	3	2	3	2	3	2	2
16638	3.98441190363722	2	2.74397732640529	3	3	1.74397732640529	4.47661785545583
16660	2	2	2	2	2	2	2
16663	2	2	2	2	2	2	2
16665	2	2	2	2	2	2	2
16668	2	2	2	2	2	2	2
16691	2	2	2	2	2	2	2
16770	2	2	2	2	2	2	2
16816	2	2	2	2	2	2	2
16846	3	2	3	2	3	2	3
16854	2	2	3	2	2	2	3
16869	2	2	2	2	2	2	2
16873	2	2	2	2	2	2	2
16911	2	2	2	2	2	2	2
16949	2	2	2	2	2	2	3
16950	3	2	3	2	3	2	3
17035	2	2	2	2	2	2	2
170439	2	2	2	2	2	2	2
170441	2	2	2	2	2	2	2
170706	2	2	2	2	2	2	2
17071	2	2	2	2	2	2	2
170834	1	1	2	2	2	1	1
170942	3.84016678248784	1.46004169562196	2.16122307157748	5.76025017373176	3.66851980542043	2.79221681723419	2
170947	2	2	2	2	2	2	2
17113	3	2	3	2	3	2	3
171194	3	2	3	2	3	2	3
17125	2	2	2	2	2	2	2
17138	2	2	1	2	1	2	2
17153	2	2	2	2	2	2	2
17156	2	2	2	2	2	2	2
17161	2	2	1	2	1	2	2
17184	2	2	2	2	2	2	2
17188	2	1	2	2	2	1	1
17189	2	2	2	2	2	2	2
17195	1	1	2	2	2	1	1
17203	2	2	2	2	2	2	2
17225	2	2	3	2	2	2	3
17228	2	2	3	2	2	2	3
17231	2	2	3	2	2	2	3
17252	3	2	2	2	2	2	4
17349	2	2	2	2	2	2	2
17387	2	2	3	2	2	2	3
17388	2	2	2	2	2	2	2
17389	2	2	2	2	2	2	2
17391	2	2	2	2	2	2	2
17392	2	2	2	2	2	2	2
17394	2	2	2	2	2	2	2
17448	2	3	2	2	2	2	2
17476	1	1	2	2	2	1	1
17528	2	2	2	2	2	2	2
17532	2	2	2	2	2	2	2
17681	2	2	2	2	2	2	2
17688	3	2	2	2	3	3	2
17691	3	2	2	2	3	3	2
17714	2	2	2	2	2	2	2
17749	2	2	2	2	2	2	2
17773	2	2	2	2	2	2	2
17857	1	2	2	2	2	1	2
17937	2	2	2	2	2	3	2
17973	2	2	2	2	2	2	3
17974	2	2	2	2	2	2	2
18024	2	2	2	2	2	2	2
18102	2	2	2	2	2	2	2
18104	2	2	2	2	2	2	2
18155	2	2	3	2	2	2	3
18164	2	2	2	2	2	2	2
18194	2	2	1	2	1	2	2
18209	3	2	2	2	3	3	2
18232	2	2	2	2	2	2	2
18356	2	2	2	2	2	2	2
18386	2	2	2	2	2	3	2
18405	2	2	2	2	2	2	2
18478	2	2	2	2	2	1	2
18559	2	2	2	2	2	2	2
18570	1	1	1	2	1	1	1
18591	2	2	2	2	2	2	2
18610	2	2	2	2	2	2	2
18611	2	2	2	3	2	2	2
18619	2	2	2	2	2	2	2
18630	2	2	1	2	1	2	1
18667	2	2	2	2	2	2	2
18673	2	2	2	2	2	2	2
18722	2	1	2	2	2	1	1
18738	2	2	2	2	2	2	2
18767	2	2	2	2	2	2	2
18780	2	2	2	2	2	3	2
18782	2	2	2	2	2	3	2
18787	2	3	2	2	2	2	2
18811	1.74892703862661	4.24678111587983	2.49785407725322	2.74892703862661	2.74892703862661	2.45922746781116	1.60987124463519
18812	6.29523440526928	5	5	11	10	1.63386284385897	5
18946	1	1	2	2	2	1	1
18949	3	2	2	2	2	2	3
18950	2	2	3	2	2	2	3
18985	2	2	2	2	2	2	2
19035	2	2	2	2	2	2	3
19045	1	1	2	2	2	2	4
19046	2	2	2	2	2	2	2
19114	1	3	1	2	2	1	1
19170	3	2	2	2	3	3	2
19172	2	2	2	2	2	2	2
19175	2	2	2	2	2	2	2
192170	2	2	2	2	2	2	2
192199	2	2	2	2	2	3	2
19241	2	2	1	2	1	2	2
192650	2	2	2	2	2	2	2
19294	2	1	2	2	2	1	1
19296	2	2	2	2	2	2	2
193003	2	2	2	2	2	2	2
19326	3	2	2	2	3	3	2
19400	2	2	2	2	2	2	2
19692	3	2	3	2	3	2	3
19696	2	2	2	2	2	2	2
19734	2	2	2	2	2	2	2
19895	3	2	3	2	3	2	3
19899	2	1	2	2	2	1	1
19989	2	2	2	2	2	2	2
20021	2	2	2	2	2	2	2
20102	2	2	1	2	1	3	2
20103	2	1	2	2	2	1	1
20115	3	2	2	2	2	2	2
20116	2	2	2	2	2	3	2
20135	3	2	2	2	2	2	2
20202	2	2	2	2	2	2	2
20204	2	2	2	2	2	2	2
20229	2	2	1	2	1	2	2
20262	2	2	2	2	2	2	2
20276	3	2	3	2	3	2	3
20290	2	2	2	2	2	2	2
20335	2	2	2	2	2	2	2
20342	2	2	2	2	2	2	2
20345	2	2	2	2	2	2	2
20419	2	2	2	2	2	2	2
20423	2	2	2	2	2	2	2
20438	2	2	1	2	1	2	2
20445	2	2	2	2	2	2	2
20448	2	2	2	2	2	2	2
20452	2	2	2	2	2	2	2
20474	3	2	2	2	2	2	3
20479	2	2	2	2	2	2	2
20501	2	2	2	2	2	2	2
20530	2	2	2	2	2	2	2
20532	3	2	2	2	3	3	2
20606	2	2	2	2	2	2	2
20639	2	2	2	2	2	2	2
20643	2	2	2	4	2	3	2
20648	2	2	2	2	2	2	2
20650	2	2	2	2	2	2	2
20686	2	2	2	2	2	2	2
20687	2	2	2	2	2	2	2
20689	2	2	2	2	2	2	2
20700	3	2	2	2	2	2	3
20709	1	3	1	2	2	1	1
20717	3	2	2	2	2	2	3
207175	2	2	2	2	2	2	2
207215	1	1	2	2	2	1	2
20728	2	2	2	2	2	1	2
207474	2	2	1	2	1	2	2
20775	2	2	2	2	2	2	2
207952	2	1	2	2	2	1	1
20821	2	1	2	2	2	1	1
20832	2	2	1	2	1	3	2
208760	2	2	2	3	2	2	2
20888	3	2	2	2	3	3	2
209011	2	2	2	2	2	2	2
209232	2	2	2	2	2	2	2
20932	2	2	2	2	2	2	2
209416	2	2	1	2	1	3	2
210105	2	1	2	2	2	1	1
210145	2	1	2	2	2	1	1
210198	2	2	2	2	2	1	2
210583	2	2	2	1	2	2	2
210853	3	2	2	2	3	3	2
211798	2	2	2	2	2	2	2
211924	2	2	2	2	2	2	2
212168	2	2	2	2	2	2	2
212392	2	2	2	2	2	2	2
213171	3	2	2	2	3	3	2
21338	2	2	2	2	2	2	2
213541	2	2	2	2	2	3	2
213575	3	2	2	2	3	3	2
213742	2	2	1	2	1	3	2
213827	2	2	2	2	2	2	3
21390	2	2	2	2	2	2	2
21402	2	2	2	2	2	2	2
21407	2	2	2	2	2	2	2
214105	2	2	2	2	2	2	2
214568	2	2	2	2	2	2	2
214791	2	2	2	2	2	2	2
215085	2	2	2	2	2	1	2
215446	2	2	2	2	2	2	3
215449	2	2	2	2	2	2	2
215693	2	2	1	2	1	3	2
215890	2	2	2	2	2	1	2
215895	2	2	2	2	2	1	2
215928	2	2	2	2	2	1	2
216148	2	2	2	2	2	2	2
216285	2	2	2	2	2	1	2
216343	2	2	2	2	2	2	2
216459	2	2	2	2	2	3	2
21648	6	2	13	11	13	6	6
216781	2	2	2	2	2	2	2
216974	2	2	2	2	2	2	2
217038	2	2	2	2	2	2	2
217122	2	2	2	2	2	2	2
217194	2	2	2	2	2	2	2
217212	2	2	2	2	2	2	2
217214	2	2	2	2	2	2	2
217294	2	2	2	2	2	2	2
21753	3	2	3	2	3	2	3
21755	2	2	2	2	2	2	2
217648	3	2	2	2	2	2	3
217887	3	2	2	2	2	2	3
218314	1	1	1	2	1	1	1
218341	1	1	1	2	1	1	1
218440	1	1	1	2	1	1	1
218442	1	1	1	2	1	1	1
21856	2	2	2	2	2	2	2
21899	2	2	2	2	2	2	2
219149	2	2	3	2	2	2	3
21925	2	2	2	2	2	2	2
21927	2	2	2	2	2	2	2
21936	2	2	2	2	2	3	2
21937	3	2	3	2	3	2	3
21941	2	2	2	2	2	2	2
21947	2	2	1	2	1	2	2
21953	2	1	2	2	2	12	1
22032	2	2	2	2	2	2	2
22064	2	1	2	2	2	1	1
22072	3	2	3	2	3	2	3
22073	3	2	3	2	3	2	3
22145	2	2	2	3	2	2	2
22163	2	2	2	2	2	3	2
22166	2	2	2	2	2	2	2
22209	2	2	1	2	1	3	2
22218	2	2	2	2	2	2	2
22223	2	2	2	2	2	2	2
22269	2	2	2	2	2	2	3
22301	2	2	3	2	2	2	3
22318	2	2	2	2	2	2	2
22326	1	1	2	2	2	1	1
223332	2	2	2	3	2	2	2
22334	2	2	3	2	2	2	3
22341	2	2	2	2	2	2	2
22363	1	1	2	2	2	1	2
22364	2	2	2	2	2	1	2
223665	2	2	2	2	2	2	2
22370	2	2	2	2	2	2	2
223775	2	2	2	2	2	2	2
223776	2	2	2	2	2	2	2
22380	2	2	3	2	2	2	3
223881	2	2	2	2	2	2	2
223922	2	2	2	2	2	2	2
22402	2	2	2	2	2	2	2
22403	2	2	2	2	2	2	2
224055	1	1	2	2	2	1	2
224116	1	1	2	2	2	1	2
22413	3	2	3	2	3	2	3
22414	2	2	2	2	2	2	2
22415	2	2	2	2	2	2	2
22422	2	2	2	2	2	2	2
22423	1	1	2	2	2	1	1
22433	2	2	2	2	2	2	2
22437	2	2	2	2	2	2	3
224405	1	2	2	2	2	1	2
224582	3	2	2	2	3	2	2
224630	3	2	2	2	3	3	2
224753	3	2	2	2	3	3	2
224754	3	2	2	2	3	3	2
224761	3	2	2	2	3	3	2
224796	3	2	2	2	3	3	2
224813	3	2	2	2	3	3	2
224916	3	2	2	2	3	3	2
225030	3	2	2	2	3	3	2
225852	1	1	2	3	2	2	2
226115	1	1	2	2	2	1	1
226123	1	1	2	2	2	1	1
226178	1	1	2	2	2	1	2
22644	3	2	3	2	3	2	3
226646	2	2	2	2	2	2	2
226791	2	2	2	2	2	2	2
22682	1	1	2	3	2	1	1
22687	2	2	2	2	2	2	3
22698	2	2	2	2	2	2	2
226999	2	2	2	2	2	2	2
227091	2	2	2	2	2	2	2
22719	2	1	2	2	2	1	1
22722	2	2	2	2	2	2	2
227292	2	2	2	2	2	2	2
227545	2	2	2	2	2	2	2
227624	2	2	2	2	2	2	2
227736	2	2	2	2	2	2	2
22782	2	2	2	2	2	2	2
227933	2	2	2	2	2	2	2
228770	2	2	2	2	2	2	2
228876	2	2	2	2	2	2	2
228994	2	2	2	2	2	2	2
229011	2	2	2	2	2	2	2
229302	2	2	2	2	2	2	2
229333	2	2	2	2	2	2	2
229389	2	2	2	2	2	2	2
229697	2	2	2	2	2	2	2
229731	2	2	2	2	2	2	2
229906	2	2	2	2	2	2	2
230119	2	2	2	2	2	2	2
230234	2	2	2	2	2	2	2
230235	2	2	2	2	2	2	2
230316	2	2	2	2	2	2	2
230579	2	2	2	2	2	2	2
230649	2	2	2	2	2	2	2
230959	2	2	2	2	2	3	2
231003	2	2	2	2	2	3	2
231098	2	2	2	2	2	2	2
231253	2	2	2	2	2	2	2
231382	2	2	2	2	2	2	2
231591	2	2	2	2	2	2	2
231874	2	3	2	2	2	2	2
232187	3	2	3	2	3	2	3
232313	3	2	3	2	3	2	3
232409	3	2	3	2	3	2	3
232415	3	2	3	2	2	2	3
232431	3	2	3	2	3	2	3
232790	2	1	2	2	2	1	1
232836	2	1	2	2	2	1	1
232853	2	1	2	2	2	1	1
232879	2	1	2	2	2	1	1
232941	2	1	2	2	2	1	1
232946	2	1	2	2	2	1	1
232974	2	1	2	2	2	1	1
233280	2	1	2	2	2	1	1
233571	2	1	2	2	2	1	1
233812	2	1	2	2	2	1	1
233879	2	1	2	2	2	1	1
233905	2	1	2	2	2	1	1
234378	2	2	2	2	2	2	2
234388	2	2	2	2	2	2	2
234404	2	2	2	2	2	2	2
234479	2	2	2	2	2	2	2
234624	2	2	2	2	2	2	2
234671	2	2	2	2	2	2	2
235386	2	2	2	2	2	2	3
235661	2	2	2	2	2	2	2
236285	2	2	1	2	1	3	2
236539	2	2	2	2	2	2	2
237221	2	2	1	2	1	2	2
237362	2	2	2	2	2	1	2
237886	2	2	2	2	2	2	2
238271	3	2	2	2	2	2	3
238328	3	2	2	2	2	2	4
238333	3	2	2	2	2	2	4
23836	2	2	2	2	2	2	2
23837	2	2	2	2	2	2	2
23873	2	2	2	2	2	2	2
23886	2	2	2	2	2	2	2
23893	2	2	2	2	2	2	2
239126	2	2	3	2	2	2	3
239157	2	2	3	2	2	2	3
23919	2	2	2	2	2	2	2
239436	2	2	2	2	2	2	2
23959	2	2	2	2	2	2	2
239691	1	1	2	2	2	1	2
23996	2	1	2	2	2	1	1
23999	2	2	2	2	2	2	2
240025	3	2	2	2	3	3	2
240055	3	2	2	2	3	3	2
240444	2	2	2	2	2	2	2
240590	1	1	2	3	2	1	1
24068	2	2	2	2	2	2	2
24075	2	1	2	2	2	1	1
240755	2	2	2	2	2	3	2
24084	2	2	2	2	2	3	2
241118	2	2	2	3	2	2	2
241128	2	2	2	3	2	2	2
241263	2	2	2	2	2	2	2
24132	3	2	2	2	3	3	2
241547	2	2	2	2	2	2	2
241950	2	2	2	2	2	2	2
242235	2	2	2	2	2	2	2
242291	2	2	2	2	2	2	2
242653	2	2	2	2	2	3	2
