"","B_Cell.Control","B_Cell.SLE","T_Cell.Control","T_Cell.SLE","Monocyte.Control","Monocyte.SLE","P_Cell","P_SLE","P_Cell:SLE"
"8817",4.96999973793528,1.0399476616687,37.6088399992794,1.37890283888201,4.37777341522804,3.72263684855483,0.00139536842270428,1.55697364533866e-06,9.08898266015568e-05
"30001",169.894426771687,71.8443547934571,129.424236394986,192.382225850051,253.470685704455,253.49867275583,7.00973446443552e-06,0.0728417451475983,9.21321942311474e-05
"120227",29.4095479741997,145.827919507275,146.021347555788,90.2969301341985,20.9273512786176,21.4891727858344,8.47302964075169e-07,0.0140361125777825,9.34266847608695e-05
"79661",33.380141653801,297.917981925961,18.6541075753952,21.0759790787816,6.77904971146754,7.79625680510367,1.97019917089257e-08,0.000115749992803009,9.41532854603308e-05
"57584",378.834478648397,200.288819934653,333.277762051244,565.803535099783,610.530838865192,840.067830292963,1.20252708589849e-06,0.375168522583382,9.50592677257237e-05
"51602",423.956740625405,1534.14570696607,522.41814915407,1284.16936206366,186.015826609377,192.978232942861,2.93480663882787e-09,6.76982083357998e-07,9.53116853030743e-05
"140691",54.5753855382792,11.3371589745218,340.387554959601,13.4577871002168,31.6397035643604,19.3060636677229,0.000458600132265721,2.2991808298492e-07,9.5652477746958e-05
"9785",150.865074619346,290.872710118953,362.213368509389,236.252560408886,183.786470988047,189.685552360028,0.000395299546750817,0.219011057048346,9.75078922646867e-05
"7805",5586.34646273963,17768.7525010562,2537.17907453458,4586.97703620719,7769.90911887519,10809.630288727,1.33559523323654e-09,1.50753282460643e-08,9.75711171612455e-05
"7443",135.798312905902,198.161780901714,68.9846739069642,228.755614961642,123.336427354251,129.247819462547,0.0171852331739529,8.25289295684331e-06,9.81884608593084e-05
"4839",135.346618702604,165.394145974376,679.491835222431,143.013941040248,117.631740859202,61.6513084757297,1.94272712376247e-06,5.01199754042015e-05,0.000101050660752008
"11222",100.867917060463,258.058329255519,70.7764003544538,328.564581172659,110.514958424944,114.636711951849,0.0179148258338507,1.15702119734901e-06,0.000102318105476523
"7037",1017.15580256209,983.534571325072,1480.16183852776,768.58382142024,692.464134591441,1360.74785932207,0.645576844787062,0.9575937641413,0.000102783741922771
"153241",199.155807354305,727.751716729715,229.409769027356,655.912146265883,78.1862545766635,51.8390303788049,2.02229253604248e-08,0.000112797407819039,0.000107225145112273
"203522",241.065716983788,151.97063406446,751.654305062509,143.094422517608,144.12797869923,89.1626570737745,1.31160003221244e-06,3.12471742483219e-07,0.000110084024234914
"689",409.505658474792,676.922602589189,221.998462842902,709.831193642228,505.911755848355,583.184863946392,0.00330784211429589,7.54533080969835e-07,0.000110242544481474
"114987",0.932615184069974,1.01950097765701,4.77480733002867,1.003667835363,1.0121996483788,1.34741562160946,0.000548747226438256,0.00891469283729602,0.000111920339134658
"208",218.123392415199,633.797608462384,302.795275168019,390.980784151047,202.192678935772,203.738561187358,2.1107334554692e-05,3.4376500767003e-05,0.000113419124319089
"9455",21.1697194957746,34.7758560751702,55.1075708835219,12.8218395946778,22.0410307132213,72.7765442043956,0.13339046535901,0.660743294809207,0.000114980685290381
"5567",216.210385175575,91.4826942161724,110.272485629868,265.258332320554,71.338325818738,36.6058757449305,5.54267391968257e-06,0.0956469825386689,0.000117818509189217
"6722",180.252996653432,167.228587013783,317.590602511879,138.058800426388,221.450300419211,402.817018005407,0.00119249249043072,0.274883434800583,0.000120900014732461
"51322",1491.53457013812,1868.8079547054,1511.1246520222,1599.01483878055,1372.08429226949,973.169292885106,7.02727997912918e-06,0.588395505374602,0.000121947633526262
"23048",1107.50212705596,2246.03883906594,1305.44844126107,1219.61551352756,892.982744446467,514.796577891217,5.29655084630745e-06,0.720912169663108,0.000127388072832959
"169166",0.955023679771495,1.01626449910817,3.34128914719093,0.993256470636939,1.01844238439267,1.04252667079355,0.000216632543723234,0.0015161901525364,0.000128748781632528
"3764",8.64127897388329,1.02394571935189,0.95725718057393,1.28345086324263,1.00226829240802,1.39615635192857,0.0011110045266423,0.0159275067618367,0.000129646356880175
"101929946",11.0625442388279,29.0532186447608,19.7322950247438,15.0679754181971,1.92394190814432,20.0116785500704,0.000274630998080142,5.30885823113792e-05,0.000129676910206603
"55819",222.821661650088,62.1253764707316,104.580194538851,156.407363409772,743.252707409002,673.293958697456,1.57791992935072e-08,0.011892548459324,0.000130584096412373
"51585",2203.95521536151,1565.97488522107,3343.87699921502,971.771425086876,1968.85267152706,1074.39543975449,0.00988481684785059,3.20765876816897e-08,0.000132262208011457
"128344",0.930418441068876,2.67267980346645,1.93443038488933,1.2658549245702,1.01154561008929,1.07213566715824,0.00587385223937735,0.0341559801734487,0.000134097367593185
"54187",94.752384583478,40.3818237057133,33.9957149276858,72.6933551938139,112.609226809248,106.853389770975,0.000123135534602837,0.647283594444703,0.00013965175572787
"102724348",0.915727222464827,1.02193713086019,0.961904960015339,1.45923768346736,1.00696777117535,7.58035308990559,6.44662496854014e-05,3.11002005339524e-05,0.00014058164481635
"9528",248.194927959933,212.369458307881,180.648407505434,358.981469926215,438.890142518885,496.165883437312,3.83054834135589e-07,0.00192216630503411,0.000143726344523164
"408",258.940087374839,30.6664794535277,205.208955090172,110.410599883174,492.457967279632,330.071228312912,1.07361571926696e-06,1.63291874770521e-06,0.000144141981772847
"10493",32.3118926275661,15.8457029428577,13.6251261160145,13.8878545891567,45.312695428269,82.1651552261742,2.13652269198587e-08,0.704343082703901,0.000146065800149
"84317",91.7549672198828,200.599155532655,77.4450911249623,215.904234044373,84.8450956520877,61.6945546172675,0.000182506361881485,0.000165242121703099,0.00014784140220548
"6165",1151.08283580952,2266.8609827825,576.916369226063,2741.26400662351,1024.07096328566,1345.99213771452,0.023284923765383,4.15580526374462e-07,0.000150671145771696
"643680",15.3459033561131,1.04057327745037,2.0070117933642,1.75231977940025,14.2825726496513,14.6389892477324,7.82637738856408e-06,0.000482100986531602,0.000154137180549946
"920",400.851634396635,49.431836588951,329.858712178709,356.565130421539,1334.95918481809,1074.8425212611,3.29130857709311e-07,0.000382493342792964,0.000156828378696254
"3476",231.60165488373,159.025934393453,108.375116595397,242.792603637382,256.406817423881,252.486848568736,0.00182209983959783,0.103651734346711,0.000157347827999742
"55667",288.140390821997,190.896433550215,443.094806681648,331.225284834754,205.832875813312,516.427118400515,0.00389755172171379,0.463558405140065,0.000159039831265452
"101928228",1.34506384848708,1.01950097765701,0.968044755705962,1.003667835363,1.0121996483788,4.6080966062572,0.000629954203104332,0.00528680166168768,0.000167726539589958
"80726",326.644476007489,313.024030948767,1795.90157877806,65.4723085663753,68.7351085646402,22.6431850153318,3.65242112153023e-06,1.83471866302101e-05,0.000170333760234455
"54458",214.006803980014,224.371200335315,95.7694786501175,233.382378338376,314.232170808996,376.353979242656,3.42177720643328e-07,4.07910103512912e-05,0.000172257330624163
"2098",221.195559171813,224.041068244563,105.06129838896,294.302288162982,395.899725477225,351.131528391943,2.59621179377375e-05,0.00290655397631282,0.000176372703935931
"81565",693.15070893471,327.034535113747,612.900117326565,438.626596373499,620.837038844468,587.64292156648,0.00386007770919049,2.6983679498235e-06,0.000177062876782852
"55856",175.623301290979,101.811847369377,1041.96146683746,124.0910826562,115.135102127575,151.552279855997,0.000307238446010646,0.000319118332113732,0.000177621819927457
"114908",847.304637898178,3032.35552081911,954.794554547643,1193.4061973237,837.783486124393,477.347706718257,0.000162975411171334,0.0245832316194311,0.000180877268742757
"10896",57.6947842160696,83.3489417283774,206.471231086733,76.723306351445,32.0092076655642,74.9849826477516,0.000182178165345935,0.554847111731346,0.000181821465849531
"81892",16.6900627488149,15.5623991001293,8.76879226179193,28.597433775268,21.8112902504441,32.2985155033048,0.000362898931885099,6.11321106174599e-05,0.000182688161993468
"27258",45.2350448666501,74.875889483403,18.4097031445745,82.0338157655502,61.1581177245757,85.126613413813,0.000181252500890277,7.10358023660635e-07,0.000182729003091294
"6251",280.862413069704,131.81971704671,167.737633948547,254.008100137875,335.737828841847,242.828716580976,0.0031468504992359,0.0149621061376268,0.000184761774773046
"9403",439.172145691606,454.95760166906,216.707424524431,449.728734053291,614.448819700698,463.241506943595,0.000116288968211898,0.036812617467551,0.000189926204429682
"221584",130.235538205049,41.7877493224566,425.168978106549,18.5305139368594,18.7507163342233,14.2091319680117,1.98273903331015e-05,4.86485596262115e-06,0.000193405520584103
"5641",166.469707323889,92.7217784171121,94.6189594725525,43.4384874674093,75.3296259041088,322.13164361475,0.00229377462884076,0.859098567713208,0.000196144493906499
"5683",169.589159237015,154.565626942353,102.606137205976,212.501033830797,196.18252644859,190.951486753392,0.0102381221912964,0.00581781411382748,0.000196198321712575
"55619",1560.44307815232,576.540956069406,3568.45477369181,2406.41773856055,1137.2841812198,2225.45278929711,1.18420069193597e-05,0.0542347355408908,0.000197918247696246
"51755",982.123861899176,1126.74690380967,1543.67643837073,1071.47071282542,846.22679064125,842.842459302691,1.56459306804713e-06,0.0446368650888633,0.000198075329624493
"10269",51.0440354761521,93.6124735611452,18.2082568877384,98.8792060924238,63.9520995493006,42.2311284295174,0.0451797582510854,0.00077234469860715,0.00020462698088832
"6143",2942.55088486876,5625.14944433625,1424.8990345947,6017.18000754246,2488.70008531993,2630.41049597205,0.00443488288291577,5.57381391344016e-06,0.000206745523450101
"4582",1.21932429424097,1.29999564221977,7.13103527121964,1.04826657252702,2.46832475593347,3.55046446751345,0.00204867564948683,0.0111285079976798,0.000207778368195873
"64853",103.885053056329,129.983023590154,86.5825708792409,178.451425327156,58.1091054645529,36.9198639291744,3.64992486985123e-07,0.0592840675559174,0.000208992287720808
"379013",22.8063390759701,34.664425524305,103.08099575093,15.0272341701458,6.37296210067908,5.3122795989871,1.19043731871159e-06,0.00476536331552568,0.000210095606696303
"8872",204.793274001411,367.872835106711,121.322461453859,369.969634031178,145.162662897238,189.656619009213,4.75487432803652e-05,8.51903524154371e-08,0.000217706452932021
"5906",642.425971447808,503.030366078008,405.609018533213,802.394592311961,1209.32488462055,836.265726308335,6.28483568578545e-05,0.771808026973517,0.000219440998736679
"1456",167.481946471316,460.430898021116,123.73870379641,448.877121838136,113.139862390711,115.78908203203,7.33242837465637e-06,1.66326062569929e-06,0.000219536263228762
"84661",31.5518608702483,33.0131284253503,17.0972194656065,41.9598929151464,48.3711772186892,15.282983365827,0.495755564887914,0.624262738373256,0.000221596168487478
"23180",147.582530917309,590.831999129276,309.01622481912,381.736297960449,84.1850959638505,71.9418707967789,1.59915975769288e-07,0.000830981230057333,0.000222209577065106
"4869",2743.20866472129,3447.61347088027,1901.51416884108,5126.03970569267,1882.78963053354,1273.57905880797,5.69267934527577e-05,0.0118352997359906,0.000222289359206858
"266629",1.54304301941368,1.03130497934325,18.5723172882845,1.66074942847726,1.23632007060575,1.48456692801161,3.20883114488393e-05,0.000445102214054076,0.000222930687943529
"349408",0.956388681158415,1.28016487316242,0.977571071243213,0.992634630454879,2.67000896226363,1.04091839510654,0.0009012010643813,0.0323374284120689,0.000229539536848006
"1857",245.961652362704,309.039208496026,201.769064174417,151.335029750455,299.466861797696,494.24790068377,2.17835778998176e-07,0.0186604988789162,0.000230552207306954
"81839",11.7555582053012,1.6508518810247,4.75402243913212,18.0298537946721,8.75432504918947,8.00116078525391,0.0384412364904284,0.304228848093573,0.000230995385710298
"5501",628.182286287269,935.775846854528,353.692494744281,836.87594248792,517.0846668653,407.396700814827,0.000376176862368887,0.000656034058417201,0.000231142975132887
"6124",3604.41954390634,6127.87659801684,1837.33715749042,8119.7678263222,3041.18840723358,3637.91077569346,0.0296133974046828,3.76019246881449e-06,0.000231680736502475
"1583",7.79392518249353,1.02564878973513,1.20149823571454,1.29103547251003,0.997980198909529,1.78357596192414,0.00663722888225001,0.0308833700121536,0.000236730412841299
"6128",3477.81687215305,5470.30444037907,1820.23164520685,6697.28183413445,3023.04957812301,3676.11628514888,0.0358014815666268,2.67479348146245e-06,0.000238885621512485
"51251",47.9061607092103,85.7079339125562,46.0441976278597,89.1251162947284,60.7703720452107,33.7689790024262,0.0161778243453808,0.0402423541716106,0.000239152416996512
"79017",14.2806724199476,5.70225390705828,5.49633151895812,11.2721202740597,20.3507208601662,15.9922144931457,0.000116801175995465,0.212873928242741,0.000240176611997458
"55829",105.791208520105,116.510270436122,72.5964933773929,120.645622081682,195.356862244396,192.471277525464,5.23337365424072e-09,0.000205141324580849,0.000242598723922306
"388799",4.72330328778992,14.466900434815,18.0842990221901,6.50066114102075,8.45549949985002,14.5004893350825,0.25013137602536,0.185356726217357,0.000243871073747629
"81688",1306.06689613725,1349.36090428618,2093.01832161446,1331.82404322518,1130.94850112837,1898.16281206151,0.0455307945424692,0.628546793658395,0.000246322427002827
"6206",2180.01899069006,4063.19329150158,1039.07741468968,5498.52016698673,1423.72084592138,1572.01644537638,0.000752935071862994,9.32067263451402e-06,0.000250056283495551
"283143",0.860895473517898,1.02970525629682,0.946286205861306,1.31011031724449,2.25838750613161,23.5986935761033,4.32055533169722e-07,9.24270109095281e-05,0.000251973757744127
"100287482",0.936956568629342,4.46217769241305,0.969710412167574,1.26196229490765,1.01346951475081,1.06415358390664,0.000556190533810637,0.000119704863925496,0.00025510452089849
"130814",86.6338560657865,24.7959558865634,28.6396662138615,58.7764528255004,150.086576780126,114.739586425856,2.14201310237201e-05,0.0709565433443405,0.000255218051403819
"6433",213.815957884019,452.225215122392,382.367012371592,396.867921592823,230.893073865809,363.90963962656,0.000913857351932578,2.1380415215409e-06,0.000257383917752247
"10018",723.017997169664,3767.52716394573,463.091206070654,1031.90611772279,518.378563675174,418.036699167202,1.127070471696e-05,8.20160825659782e-05,0.000261339607921252
"9972",1060.4550997998,1785.65162173217,1654.11061098254,1397.0948042842,766.92532631427,585.793102152171,1.51805895140539e-07,0.649028840314428,0.000266204081419392
"4154",1954.73942451614,1319.21148609253,2246.59868013071,2255.9808910375,1946.40797030462,849.315367265143,1.48676398481815e-05,1.27828590607185e-05,0.000268728224436795
"3945",435.881311677903,279.096423177079,364.120319621099,1410.59256066843,317.702457552503,261.451727195551,0.000309190784072104,0.101804093518249,0.000271538048554821
"57556",15.3093671496736,44.2645031111704,26.8147292764476,13.1651443556577,6.69548458411223,6.80136293678566,3.02781612780726e-06,0.340011121014785,0.000272554372023516
"54869",1.03437361390913,3.41732287302618,3.10623688561376,2.20932880711675,7.57248735907981,1.53444967002252,0.0774353948921235,0.223668136592834,0.000274576115130948
"57406",33.194548212019,8.23169376514273,7.87207107971113,11.4917026338838,37.2614990947433,179.050746161787,5.42593314364703e-06,0.387480007046039,0.000276216735684594
"2317",361.127511694191,253.936475987382,398.633017211538,479.102815883733,119.201336663784,874.353286168767,0.211241788004058,0.0037770039000812,0.000280918763474784
"100507599",0.819809942568022,8.2373623586373,2.15370798230644,6.00090517179601,1.75619294720527,1.9359227083379,0.0133680659306147,7.71525606369474e-06,0.000281089869699133
"261726",82.4844997587698,123.708072834543,62.5417036129266,178.003608977889,75.4618066394976,80.3992802374872,0.00757700063488864,9.27959449466571e-06,0.000283362224630159
"9406",172.66772408333,408.216508173929,458.025438864718,460.832304118474,187.407994490414,312.454424013853,2.58314466869242e-06,5.41326594071417e-06,0.000286183745569236
"23293",99.0926203983058,94.4682186021663,319.850016649034,119.05723654367,54.5489902256026,91.4184264273094,1.4306977007154e-05,0.126127820198275,0.000288435849770314
"144699",45.1917268799125,58.544700172835,49.170010502337,48.518308456982,49.8029065135336,15.9078774719988,0.000725197540219721,0.013397397459691,0.00029187687028161
"100188893",143.399916072135,263.243808871166,51.3387269607061,233.263252728136,168.744704812497,182.357082779822,0.001255095798593,1.00073532962672e-05,0.000295266582835703
"23511",195.071701791138,321.598168564617,327.284936715207,218.779200252615,144.858937469133,126.732152467289,2.6277130475311e-06,0.853562624228611,0.000300205167720012
"283624",1100.82471145385,672.19060989765,2860.89156860623,540.748746335706,982.186951441141,517.927824232613,0.000896792605289077,2.28384892978869e-07,0.000316684507286087
"4478",3607.16073622581,1572.49087554518,2448.91825765585,2734.86431246735,5743.51817360752,4621.2014399288,1.09484336416313e-06,0.000555550684357829,0.000325782337385117
