"","Mean","SD","Range","pANOVA","Mean_WT_00Hr","Mean_WT_02Hr","Mean_WT_04Hr","Mean_WT_06Hr","Mean_WT_08Hr","Mean_WT_10Hr","Mean_WT_12Hr","Mean_WT_14Hr","Mean_WT_16Hr","Mean_WT_18Hr","Mean_WT_20Hr","Mean_WT_22Hr"
"11532_Adh5",0.263785290058964,1,4.98949977628402,0.371984840263775,5.97670061589876e-15,0.150283420787646,-0.183894226661269,0.514319298897206,0.953478846173643,-0.169785987158741,0.754953184427258,1.67301710202865,0.0475747155602609,0.0548272888083546,-0.416860590722544,-0.212489571432908
"11534_Adk",0.347937308169996,1,5.69528307525764,0.791150009615373,4.66293670342566e-15,0.457229227914729,0.214003671808882,0.485829369992618,0.510450361868359,0.57523590109696,0.505973817890952,0.556956679855879,0.88735049507737,0.912468880728382,-0.880262633779798,-0.0499880744143857
"11535_Adm",-0.119314591919759,1,4.56328732305982,0.279670588327436,8.64586180426841e-15,-0.479706850993633,0.357086806599199,1.32600062384708,0.442098147281618,-0.838654504911923,-0.416535981477328,-0.855402130783685,0.121542711736039,-0.622012701237365,0.00205672598426132,-0.468247949081378
"11537_Cfd",0.182993788338116,0.999999999999999,4.72742074808802,0.699105128592364,-6.8463753185218e-16,0.407697708189204,-0.28894646285533,0.151939735610829,1.00687862802727,-0.266969810575107,0.483583003940766,-0.152821701315317,-0.428417861383593,-0.066727350491303,1.23020925881339,0.119500312096588
"11538_Adnp",0.0521864598940614,1,3.99412798403461,0.0625662416000744,4.9960036108132e-15,-0.325713543516276,0.542281704191355,-0.474902432921204,1.38912562156314,-0.188582889162622,0.966607324520429,-0.805134284653417,-1.09393889793077,-0.039930548858331,0.615450057863169,0.0409754076332663
"11539_Adora1",0.905879357851845,1,4.39387223999053,0.0951914927697017,-1.66533453693773e-15,0.455297655262747,0.488072963581875,0.648122717805067,1.89957223064387,2.45913858654823,1.39389604514883,1.06645810915298,0.391908047964232,0.521748692459213,0.667346696723015,0.878990548932074
"11541_Adora2b",-0.00544892578567783,1,4.49421663090645,0.307883364325293,6.47630097698008e-16,0.538774486456694,0.395477297812516,0.853569444565617,0.890755973173078,-0.230862381971789,-0.0897638826797238,-0.448915008587777,-1.30143290607195,-0.277034858366138,-0.495087484982133,0.0991322112234733
"11542_Adora3",-0.285841730180725,1,4.65371454329057,0.534340095656218,-2.77555756156289e-17,-1.3563004826251,-0.307556126615934,0.323532046191924,0.483606038396841,-0.316449126182866,-0.485967011733198,-0.959106068338868,-0.334235125316749,0.460468499700549,-0.750710821849876,-0.187382583795425
"11545_Parp1",-0.225490645309998,1,3.31828790572867,0.153341110064974,-2.66916118836965e-15,0.512574191368987,-0.172312774027951,0.649931686155763,-1.14371195976926,-1.49160356694067,-0.702639122917244,-0.501875032197291,-0.567111747462492,0.253218126343113,0.467116842730388,-0.00947438700331812
"11546_Parp2",-0.147877664349843,1,3.79858902611718,0.0264147077936786,-2.33146835171283e-15,0.70142227452593,0.761126078612651,1.21794147810131,0.262774676776017,-0.649592976222425,-0.540075532309126,-1.24715508829365,-0.978508126488165,-0.583439065009522,-0.59199889467489,-0.127026797216249
"11553_Adra2c",0.501350154094228,1,3.90813442763375,0.224228646511321,6.8463753185218e-16,-0.173940176449384,-0.449121690591921,1.08675316074946,0.811323018567181,-0.24032386300169,0.0496758822965995,1.14368898179984,0.729325491132877,1.3029601039175,0.420280838007479,1.33558010270279
"11555_Adrb2",0.316037921535707,1,5.90776437835719,0.0859858521878169,3.38625250525156e-15,-0.159988113762744,-0.282374630757102,0.13376243154967,0.157621312747883,0.0511534412889706,2.36561761435542,0.895414267816503,0.199383898397239,0.0828380355201997,0.277908248196799,0.0711185530756367
"11565_Adssl1",-0.0260886906316648,1,4.37293409838418,0.0201578387944431,2.90045765183322e-15,-0.205259780837507,-0.759752926726927,0.778066383674733,1.02638408305706,0.377257213125553,1.13264472278932,0.071230829640161,0.0961243542587887,-0.944069353020001,-1.1399381634924,-0.74575165004876
"11566_Adss",1.10830955378682,1,3.51132767399968,0.26475595955742,-2.65528340056183e-15,1.44337294401237,0.492145256623784,1.06010965452646,1.00256613687831,1.10505780994261,1.37857474468648,2.49622791686109,1.57420418209866,1.3375472044749,0.476555408763102,0.933353386574054
"11567_Avil",-0.533447186326365,0.999999999999999,4.01300836578227,0.65816020065358,6.69834558190511e-15,-0.536927270486929,-0.667711286732517,-0.875354156127184,-1.00458859872057,-0.166811603659206,-1.13374556263136,-0.762777630294926,0.45603952584217,-0.0574117038139591,-1.32682243969536,-0.325255509596547
"11568_Aebp1",0.867389801189774,1,4.40219978549548,0.866319748553671,-5.32907051820075e-15,1.19150497837918,0.09333138816482,1.39088126016222,0.953928771331986,1.33473984589375,1.18223718935708,0.59705948507732,0.895826863231933,1.20142626534514,0.705361917047067,0.862379650286801
"11569_Aebp2",-0.0460676311473687,1,4.1334719989822,0.70499918895257,-1.13797860024079e-14,-0.741209555257183,0.501338101032877,0.467740883607171,0.632261597366049,-0.0785202892791646,-0.0163548718789297,-0.15539241317531,-1.09421277180687,-0.210627083836221,-0.26983425567687,0.411999085136035
"11571_Crisp1",-1.08555227773497,1,4.52911642763033,0.517729299310595,-1.46734476421292e-14,-0.952520016902135,-0.603987532638718,-0.684950605408024,-1.81023197461342,-1.17486748905204,-1.01309183249627,-1.39465664849364,-1.99728978028674,-1.68780918707098,-0.872535122521296,-0.834687143336391
"11576_Afp",-0.251725447233707,1,4.22506917055792,0.0532659252418632,9.25185853854297e-18,0.235873011300091,-1.03105788178603,0.213121342451859,0.111721929436863,-0.459527533774287,0.67426396382956,-1.27971115151323,-0.160736327140791,0.789286289673425,-0.716396683918898,-1.39754232536305
"11602_Angpt4",0.228618916791515,1,5.03971685158053,0.00186759958958759,6.69834558190511e-15,-0.386686292528298,-0.609948400003534,-0.121514654240115,0.574091616785141,0.336885204724983,-0.372818605001532,-0.192308815979002,-0.0564667718631575,2.18496526457743,1.51433615451198,-0.127107699485725
"11607_Agtr1a",-0.261002572493651,1,3.93872174780291,7.19255359184145e-10,0,0.0839702795017105,0.192043479048331,1.19531032265341,1.04299491509135,0.0897047009056205,-0.259672951317464,-1.33847818119194,-2.16506062003692,-1.36864582531363,-0.65890795699469,0.0547109677304113
"11608_Agtr1b",-0.175039213779569,1,3.91717824098552,0.894293318373417,-6.66133814775094e-15,-0.122535553849005,0.190888719941623,-0.375942413509499,0.0327178264528747,-0.386431568062323,0.021603490502845,-1.29523692577567,-0.312173910996248,0.359548767983206,-0.437557513432431,0.224648515389808
"11609_Agtr2",-0.0792741402601785,1,4.12180536100794,0.628441924495744,-1.96139401017111e-15,-0.421851438646851,-0.196911644615875,-0.322839817342014,-1.1733710823119,0.327842008314104,0.6665617969961,-0.541507022693677,0.00841638481019429,0.476002140916222,-0.358966752140492,0.585335743592048
"11625_Ahsg",0.0330391742182435,1,5.23883295695367,0.885395433037714,3.51570624464633e-16,0.144044420812837,-0.844086388627851,0.284087607714202,0.412996926340176,0.418041960402461,0.201279462415998,0.290002475235501,-0.228766199720861,-0.636544125306948,0.613058621913557,-0.25764467056015
"11629_Aif1",-0.195568941050344,1,5.71131846330158,0.685168705840821,-1.85037170770859e-17,-0.680736838394593,0.261755195115386,-0.0795556067317233,-0.233677240629576,-0.120582908521637,1.03655360174408,-0.278474073018747,-0.0837121873478276,-0.934826760349517,-0.747881602193549,-0.485688872276424
"11634_Aire",0.161486788213528,1,3.93060253433897,0.689023261924046,1.13427785682537e-14,0.269833564675494,0.425105913889538,0.00182923589494834,-0.0819327519414599,0.344534453776833,0.05866316974411,0.156250777715999,-0.222018189191408,-0.96136981366836,0.992807146838134,0.954137950828494
"11640_Akap1",0.75784281264656,1,3.38293713120183,0.258881050717124,-4.31136607896102e-15,0.701894685538424,1.30732110543572,0.715392205675912,0.545668572423431,0.487990903184421,1.21959904373656,0.0851691156836538,0.564295622980941,0.578975062570052,2.38785550649479,0.499951928034812
"11641_Akap2",-0.120098918959155,0.999999999999999,4.08706681574348,0.694539094022448,7.01290877221557e-15,-0.512914244662536,-0.527048529245569,0.115405705049073,-0.367637113432834,0.423809966079827,0.362027113881837,-0.163855701171302,0.438454250622041,-1.13795562320798,-0.583949953262811,0.512477101840384
"11642_Akap3",-0.165431078720546,1,4.21353203475077,0.0273996458099399,-7.31822010398749e-15,-0.377569858338739,0.360105715054014,0.579514388433908,1.5404522255088,-0.794987480228525,-0.713570136182842,0.0992914437455437,-0.0355842168336613,-0.990372707681543,-0.580006336132068,-1.07244598199144
"11647_Alpl",0.646834683667959,1,4.31750236272323,8.30459514196684e-06,-3.00685402502647e-17,-0.14440550966117,-0.185406111538017,-0.407689600583348,-0.19189208245639,0.595481622852053,0.700693336820782,0.583598397562326,2.07791976879141,2.37720099831055,1.3767168199699,0.979798563947415
"11651_Akt1",-0.0468751025687211,1,4.00606528243252,0.72325213692985,-1.65608267839919e-15,-0.594109000298654,-0.432265514010405,-0.210352632494907,0.580719597952021,-0.734222145073525,0.487652276722974,-0.544136531431167,0.804022635995309,-0.36319668441903,0.233619462802168,0.209767303430565
"11655_Alas1",0.280203455376982,1,3.58880553171632,8.59263928003615e-05,-4.68375338513738e-16,-0.845650960140075,-0.650131107496157,-0.811982064890699,-0.455228139143209,1.01759933935,1.35961297730269,1.53743799107399,1.22230752116998,0.866819831598701,0.284351190543914,-0.162695114845348
"11657_Alb",0.338197896848998,1,4.65113118403574,0.505410185135023,4.68144042050274e-15,0.563787509912053,0.143866923219325,0.0132752740309774,0.724737343899904,1.31615594743454,-0.471632409952886,-0.0420898223152294,0.239984023567568,-0.0393112765878224,1.42220377603076,0.187397472948775
"11666_Abcd1",0.181200182698668,1,5.20370716385155,0.907379232933309,-1.3137639124731e-15,0.615282077692739,0.084380388952191,0.489619585228572,0.272167834676339,0.55281118501785,-0.881107689762499,-0.140537887305073,0.112142026998302,0.678416020912863,-0.0169510313303396,0.408179681303071
"11670_Aldh3a1",0.172547861608766,1,6.28585609479112,0.520785904442071,1.13450915328883e-15,0.0409240848499118,-0.051467624143236,-0.105233361042622,1.9392157294028,0.046467334849636,0.0662412061470612,0.263411704428867,0.0742467198140903,-0.0897652944146853,-0.0473512243712291,-0.0661149362154028
"11671_Aldh3a2",0.181310529958443,1,4.41641588081293,0.351886965647171,2.66453525910038e-15,-0.83923340431711,-0.494561745144057,0.402944262790293,0.693228158587264,1.10933771330589,0.0784521904254267,0.555532154484313,0.291147193628336,1.02343957908493,-0.262118804048639,-0.382440939295336
"11676_Aldoc",0.401523204829254,1,3.81503084113935,0.354790981124318,6.93889390390723e-17,0.529783670293727,0.427137938238053,0.585753147031091,0.343942591715218,0.918908129963388,1.17921172890713,0.700610825825875,-0.261914735320405,-0.196488588546065,-0.724521023647758,1.3158547734908
"11684_Alox12",-0.546287222380402,0.999999999999999,3.5649585565284,0.12693524922884,-1.85037170770859e-17,0.469038908924316,-0.641010107059385,0.858785125586512,-0.619544129596169,-1.18048273341973,-0.404154219676061,-1.26045688528384,-0.872122263511513,-0.734224045476789,-1.38823056066017,-0.783045758392006
"11685_Alox12e",-0.948461488902801,1,4.00068867060384,0.516783148380185,7.28121266983332e-15,-1.029750890964,-1.51123685736871,-1.28307541700708,-0.849254141748978,-0.680371124386931,-0.4401926975941,-1.86142313310224,-1.04418740486458,-0.544393680608315,-0.429304823981942,-1.70834769520674
"11687_Alox15",-0.340642859767245,1,4.10593029499317,0.412763582158708,-1.10282153779432e-14,-1.16325522575139,-0.530647326050859,-0.461084296786269,-0.695935929857043,-0.957316872858242,0.203432127761457,-0.802725571443356,0.345859068171355,0.229350163269524,0.623194273596169,-0.878584727258271
"11688_Alox8",-0.510281644297299,1,4.46586674814988,0.859780517537644,-7.30896824544895e-15,0.042534290028955,-1.17148471328829,-0.429393785054203,-1.12754819391772,-0.113658478300813,-0.755801615129868,-0.630535793945705,-0.64977749657785,-0.893921205278842,0.198727058358711,-0.592519798461954
"11689_Alox5",-0.418573720190488,1,4.05699090784326,0.879271443679193,-6.34677495744048e-15,-0.79137654476466,-0.261024577764607,0.45673370529182,-1.23182092469464,-0.800944546554885,-0.570758982824877,-0.441867719039273,0.030522716454741,-0.30356660225336,-0.469939129250248,-0.638842036885859
"11690_Alox5ap",0.190458621618019,1,6.12623916320469,0.493365413640013,-1.61907524424502e-17,-0.130336547623614,0.0856219131004961,0.231914479153226,-0.139171938520611,0.157641974425351,1.95712627504218,-0.0572701900083253,0.061963991422354,0.24866975169309,-0.133635287317067,0.00297903804915234
"11694_Alx3",-0.288705412201314,1,4.1959416888845,0.659943963098782,-9.97350350454932e-15,-0.0358301405336737,-0.196346958387435,-1.15778906270744,0.0577816309532,-0.727661496023207,-0.199719857419144,-0.944577609161428,-0.36598719165484,-0.782733749065689,0.250423929748386,0.637975557835513
"11695_Alx4",0.795978664218768,0.999999999999999,4.11015669474452,0.0680972657770244,-6.32827124036339e-15,1.08579688430499,2.05711106581673,1.3350081655986,-0.232705607524424,1.10840071340765,-0.179529693016746,1.01213116787693,0.710963603142342,0.943669210666754,0.196523219212602,1.51437524113979
"11698_Ambn",-0.140042570515742,1,4.3038580403746,0.88095511558264,-9.25185853854297e-18,0.279534740361302,-0.306435573115749,-0.480843785475069,0.512423023925919,0.442178138395789,0.31537958400596,-0.396082082269271,-0.419611710918934,-0.447888545348787,-0.935681139284722,-0.243483496465343
"11699_Ambp",0.845763896920725,1,4.67489235761849,0.552812091644327,-1.17637381317574e-14,1.31019049330161,0.43849919801131,1.03621141799347,1.3307555086395,0.799382047811864,1.58416956860974,0.115429440928842,0.798718660220319,0.937366666853257,1.58682311897592,0.211620641702874
"11727_Ang",0.745526652251109,1,5.51166319897681,0.105750452452076,1.86656246015104e-15,-0.16068207147947,1.02772582945631,0.704608416141044,1.18552016152536,1.28669417444023,2.25924355444755,1.06444137338872,0.688003914531165,0.572184937463483,0.515255217658176,-0.196675680559273
"11732_Ank",0.534964955164327,1,3.60390532094577,0.297310123334727,0,0.47079926228254,0.492284630263898,1.4063673380066,1.37718481421809,0.998084738834818,0.0418191929679423,-0.650197539362394,0.0737896629543027,1.00975168759761,0.938113591817754,0.261582082390761
"11733_Ank1",-0.637931708197099,1,4.67377248727242,0.577592660494964,1.37528877175441e-14,-0.420149266913568,0.137358879458027,-1.68205635050573,-0.405618535542343,-0.463524121028144,-1.03975455589729,-1.32310381763639,-0.298780401678178,-0.28235570745728,-0.784193765477122,-1.09300285568718
